Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
orientechnologies_orientdb-lucene,com.orientechnologies.lucene.manager,OLuceneIndexManagerAbstract,OLuceneIndexManagerAbstract,Long Statement,The length of the statement "super(OGlobalConfiguration.ENVIRONMENT_CONCURRENT.getValueAsBoolean()`OGlobalConfiguration.MVRBTREE_TIMEOUT.getValueAsInteger()`true);" is 134.,86
orientechnologies_orientdb-lucene,com.orientechnologies.lucene.manager,OLuceneIndexManagerAbstract,createIndex,Long Parameter List,The method has 5 parameters. ,98
orientechnologies_orientdb-lucene,com.orientechnologies.lucene.manager,OLuceneIndexManagerAbstract,deleteDocument,Long Statement,The length of the statement "OLogManager.instance().error(this`"Error on deleting document by query '%s' to Lucene index"`new OIndexException("Error deleting document")`query);" is 147.,117
orientechnologies_orientdb-lucene,com.orientechnologies.lucene.manager,OLuceneIndexManagerAbstract,load,Long Parameter List,The method has 5 parameters. ,249
orientechnologies_orientdb-lucene,com.orientechnologies.lucene.manager,OLuceneIndexManagerAbstract,load,Long Parameter List,The method has 5 parameters. ,255
orientechnologies_orientdb-lucene,com.orientechnologies.lucene.manager,OLuceneIndexManagerAbstract,initIndex,Long Parameter List,The method has 6 parameters. ,336
orientechnologies_orientdb-lucene,com.orientechnologies.lucene.manager,OLuceneIndexManagerAbstract,reOpen,Magic Number,The method contains a magic number: 60.00,410
orientechnologies_orientdb-lucene,com.orientechnologies.lucene.manager,OLuceneIndexManagerAbstract,reOpen,Magic Number,The method contains a magic number: 0.1,410
orientechnologies_orientdb-lucene,com.orientechnologies.lucene.manager,OLuceneFullTextIndexManager,put,Complex Method,Cyclomatic complexity of the method is 14,114
orientechnologies_orientdb-lucene,com.orientechnologies.lucene.manager,OLuceneFullTextIndexManager,put,Long Statement,The length of the statement "doc.add(OLuceneIndexType.createField(RID`oIdentifiable.getIdentity().toString()`Field.Store.YES`Field.Index.NOT_ANALYZED_NO_NORMS));" is 132.,114
orientechnologies_orientdb-lucene,com.orientechnologies.lucene.manager,OLuceneFullTextIndexManager,iterateEntriesBetween,Long Parameter List,The method has 6 parameters. ,218
orientechnologies_orientdb-lucene,com.orientechnologies.lucene.manager,OLuceneFullTextIndexManager,buildQuery,Long Statement,The length of the statement "return OLuceneIndexType.createFullQuery(index`query`mgrWriter.getIndexWriter().getAnalyzer()`getLuceneVersion(metadata));" is 121.,264
orientechnologies_orientdb-lucene,com.orientechnologies.lucene.manager,OLuceneFullTextIndexManager,build,Long Statement,The length of the statement "doc.add(OLuceneIndexType.createField(OLuceneIndexManagerAbstract.RID`value.getIdentity().toString()`Field.Store.YES`Field.Index.NOT_ANALYZED_NO_NORMS));" is 152.,275
orientechnologies_orientdb-lucene,com.orientechnologies.lucene.manager,OLuceneSpatialIndexManager,OLuceneSpatialIndexManager,Magic Number,The method contains a magic number: 11,69
orientechnologies_orientdb-lucene,com.orientechnologies.lucene.manager,OLuceneSpatialIndexManager,get,Long Statement,The length of the statement "if (SpatialOperation.Intersects.equals(strategy)) return searchIntersect(newKey`newKey.getMaxDistance()`newKey.getContext());" is 125.,115
orientechnologies_orientdb-lucene,com.orientechnologies.lucene.manager,OLuceneSpatialIndexManager,searchIntersect,Long Statement,The length of the statement "SpatialArgs args=new SpatialArgs(operation`ctx.makeCircle(lng`lat`DistanceUtils.dist2Degrees(distance`DistanceUtils.EARTH_MEAN_RADIUS_KM)));" is 140.,138
orientechnologies_orientdb-lucene,com.orientechnologies.lucene.manager,OLuceneSpatialIndexManager,searchIntersect,Long Statement,The length of the statement "return new LuceneResultSet(this`new SpatialQueryContext(context`searcher`new MatchAllDocsQuery()`filter`distSort).setSpatialArgs(args));" is 136.,138
orientechnologies_orientdb-lucene,com.orientechnologies.lucene.manager,OLuceneSpatialIndexManager,iterateEntriesBetween,Long Parameter List,The method has 6 parameters. ,224
orientechnologies_orientdb-lucene,com.orientechnologies.lucene.manager,OLuceneSpatialIndexManager,newGeoDocument,Long Statement,The length of the statement "doc.add(OLuceneIndexType.createField(RID`oIdentifiable.getIdentity().toString()`Field.Store.YES`Field.Index.NOT_ANALYZED_NO_NORMS));" is 132.,255
orientechnologies_orientdb-lucene,com.orientechnologies.lucene.manager,OLuceneFacetManager,getIndexFacetPath,Long Statement,The length of the statement "return storageLocalAbstract.getStoragePath() + File.separator + owner.OLUCENE_BASE_DIR+ File.separator+ owner.indexName+ FACET;" is 127.,102
orientechnologies_orientdb-lucene,com.orientechnologies.lucene.shape,ORectangleShapeFactory,makeShape,Magic Number,The method contains a magic number: 2,30
orientechnologies_orientdb-lucene,com.orientechnologies.lucene.shape,ORectangleShapeFactory,canHandle,Magic Number,The method contains a magic number: 2,45
orientechnologies_orientdb-lucene,com.orientechnologies.lucene.shape,ORectangleShapeFactory,canHandle,Magic Number,The method contains a magic number: 2,45
orientechnologies_orientdb-lucene,com.orientechnologies.lucene.shape,OPointShapeFactory,canHandle,Magic Number,The method contains a magic number: 2,34
orientechnologies_orientdb-lucene,com.orientechnologies.lucene.query,QueryContext,QueryContext,Long Parameter List,The method has 5 parameters. ,55
orientechnologies_orientdb-lucene,com.orientechnologies.lucene.query,SpatialQueryContext,SpatialQueryContext,Long Parameter List,The method has 5 parameters. ,43
orientechnologies_orientdb-lucene,com.orientechnologies.lucene.functions,OLuceneFunctionsFactory,createFunction,Long Statement,The length of the statement "throw new OCommandExecutionException("Error in creation of function " + name + "(). Probably there is not an empty constructor or the constructor generates errors"`e);" is 167.,46
orientechnologies_orientdb-lucene,com.orientechnologies.lucene.functions,OLuceneNearFunction,OLuceneNearFunction,Magic Number,The method contains a magic number: 5,34
orientechnologies_orientdb-lucene,com.orientechnologies.lucene.functions,OLuceneNearFunction,OLuceneNearFunction,Magic Number,The method contains a magic number: 6,34
orientechnologies_orientdb-lucene,com.orientechnologies.lucene.functions,OLuceneNearFunction,execute,Long Parameter List,The method has 5 parameters. ,38
orientechnologies_orientdb-lucene,com.orientechnologies.lucene.functions,OLuceneNearFunction,execute,Magic Number,The method contains a magic number: 2,38
orientechnologies_orientdb-lucene,com.orientechnologies.lucene.functions,OLuceneNearFunction,execute,Magic Number,The method contains a magic number: 3,38
orientechnologies_orientdb-lucene,com.orientechnologies.lucene.functions,OLuceneNearFunction,execute,Magic Number,The method contains a magic number: 4,38
orientechnologies_orientdb-lucene,com.orientechnologies.lucene.functions,OLuceneNearFunction,execute,Magic Number,The method contains a magic number: 5,38
orientechnologies_orientdb-lucene,com.orientechnologies.lucene.functions,OLuceneNearFunction,execute,Magic Number,The method contains a magic number: 5,38
orientechnologies_orientdb-lucene,com.orientechnologies.lucene.index,OLuceneSpatialIndex,OLuceneSpatialIndex,Long Parameter List,The method has 6 parameters. ,24
orientechnologies_orientdb-lucene,com.orientechnologies.lucene.index,OLuceneIndexNotUnique,OLuceneIndexNotUnique,Long Parameter List,The method has 6 parameters. ,38
orientechnologies_orientdb-lucene,com.orientechnologies.lucene.index,OLuceneIndexNotUnique,create,Long Parameter List,The method has 6 parameters. ,45
orientechnologies_orientdb-lucene,com.orientechnologies.lucene.index,OLuceneFullTextIndex,OLuceneFullTextIndex,Long Parameter List,The method has 6 parameters. ,29
orientechnologies_orientdb-lucene,com.orientechnologies.lucene.operator,OLuceneWithinOperator,OLuceneWithinOperator,Magic Number,The method contains a magic number: 5,44
orientechnologies_orientdb-lucene,com.orientechnologies.lucene.operator,OLuceneWithinOperator,filterRecords,Long Parameter List,The method has 5 parameters. ,48
orientechnologies_orientdb-lucene,com.orientechnologies.lucene.operator,OLuceneWithinOperator,evaluateRecord,Long Parameter List,The method has 6 parameters. ,54
orientechnologies_orientdb-lucene,com.orientechnologies.lucene.operator,OLuceneWithinOperator,executeIndexQuery,Long Statement,The length of the statement "if (indexResult == null || indexResult instanceof OIdentifiable) cursor=new OIndexCursorSingleValue((OIdentifiable)indexResult`new OSpatialCompositeKey(keyParams));" is 164.,74
orientechnologies_orientdb-lucene,com.orientechnologies.lucene.operator,OLuceneWithinOperator,executeIndexQuery,Long Statement,The length of the statement "else cursor=new OIndexCursorCollectionValue(((Collection<OIdentifiable>)indexResult).iterator()`new OSpatialCompositeKey(keyParams));" is 133.,74
orientechnologies_orientdb-lucene,com.orientechnologies.lucene.operator,OLuceneTextOperator,OLuceneTextOperator,Magic Number,The method contains a magic number: 5,48
orientechnologies_orientdb-lucene,com.orientechnologies.lucene.operator,OLuceneTextOperator,executeIndexQuery,Long Statement,The length of the statement "if (indexResult == null || indexResult instanceof OIdentifiable) cursor=new OIndexCursorSingleValue((OIdentifiable)indexResult`new OFullTextCompositeKey(keyParams));" is 165.,56
orientechnologies_orientdb-lucene,com.orientechnologies.lucene.operator,OLuceneTextOperator,executeIndexQuery,Long Statement,The length of the statement "else cursor=new OIndexCursorCollectionValue(((Collection<OIdentifiable>)indexResult).iterator()`new OFullTextCompositeKey(keyParams));" is 134.,56
orientechnologies_orientdb-lucene,com.orientechnologies.lucene.operator,OLuceneTextOperator,filterRecords,Long Parameter List,The method has 5 parameters. ,90
orientechnologies_orientdb-lucene,com.orientechnologies.lucene.operator,OLuceneTextOperator,evaluateRecord,Long Parameter List,The method has 6 parameters. ,96
orientechnologies_orientdb-lucene,com.orientechnologies.lucene.operator,OLuceneTextOperator,involvedIndex,Long Parameter List,The method has 5 parameters. ,125
orientechnologies_orientdb-lucene,com.orientechnologies.lucene.operator,OLuceneTextOperator,involvedIndex,Long Statement,The length of the statement "Set<OIndex<?>> classInvolvedIndexes=getDatabase().getMetadata().getIndexManager().getClassInvolvedIndexes(doc.getClassName()`fields(iCondition));" is 145.,125
orientechnologies_orientdb-lucene,com.orientechnologies.lucene.operator,OLuceneNearOperator,OLuceneNearOperator,Magic Number,The method contains a magic number: 5,46
orientechnologies_orientdb-lucene,com.orientechnologies.lucene.operator,OLuceneNearOperator,evaluateRecord,Long Parameter List,The method has 6 parameters. ,50
orientechnologies_orientdb-lucene,com.orientechnologies.lucene.operator,OLuceneNearOperator,evaluateRecord,Long Statement,The length of the statement "Circle circle=SpatialContext.GEO.makeCircle(p.getX()`p.getY()`DistanceUtils.dist2Degrees(distance`DistanceUtils.EARTH_MEAN_RADIUS_KM));" is 135.,50
orientechnologies_orientdb-lucene,com.orientechnologies.lucene.operator,OLuceneNearOperator,evaluateRecord,Magic Number,The method contains a magic number: 2,50
orientechnologies_orientdb-lucene,com.orientechnologies.lucene.operator,OLuceneNearOperator,parseParams,Magic Number,The method contains a magic number: 2,82
orientechnologies_orientdb-lucene,com.orientechnologies.lucene.operator,OLuceneNearOperator,parseParams,Magic Number,The method contains a magic number: 2,82
orientechnologies_orientdb-lucene,com.orientechnologies.lucene.operator,OLuceneNearOperator,executeIndexQuery,Long Statement,The length of the statement "if (indexResult == null || indexResult instanceof OIdentifiable) cursor=new OIndexCursorSingleValue((OIdentifiable)indexResult`new OSpatialCompositeKey(keyParams));" is 164.,106
orientechnologies_orientdb-lucene,com.orientechnologies.lucene.operator,OLuceneNearOperator,executeIndexQuery,Long Statement,The length of the statement "else cursor=new OIndexCursorCollectionValue(((Collection<OIdentifiable>)indexResult).iterator()`new OSpatialCompositeKey(keyParams));" is 133.,106
orientechnologies_orientdb-lucene,com.orientechnologies.lucene.operator,OLuceneNearOperator,filterRecords,Long Parameter List,The method has 5 parameters. ,165
orientechnologies_orientdb-lucene,com.orientechnologies.lucene.operator,OLuceneOperatorUtil,createIndexedProperty,Long Statement,The length of the statement "if (iCondition.getLeft() instanceof OSQLFilterItemField && iCondition.getRight() instanceof OSQLFilterItemField) return null;" is 125.,53
orientechnologies_orientdb-lucene,com.orientechnologies.lucene.operator,OLuceneOperatorUtil,buildOIndexSearchResult,Complex Method,Cyclomatic complexity of the method is 12,79
orientechnologies_orientdb-lucene,com.orientechnologies.lucene.operator,OLuceneOperatorUtil,buildOIndexSearchResult,Long Statement,The length of the statement "if (lastResult != null && OLuceneOperatorUtil.checkIndexExistence(iSchemaClass`lastResult)) iIndexSearchResults.add(lastResult);" is 128.,79
orientechnologies_orientdb-lucene,com.orientechnologies.lucene.hook,OLuceneClassIndexManager,updateIndexEntries,Complex Method,Cyclomatic complexity of the method is 8,115
orientechnologies_orientdb-lucene,com.orientechnologies.lucene.hook,OLuceneClassIndexManager,updateIndexEntries,Long Statement,The length of the statement "if (index.getDefinition() instanceof OCompositeIndexDefinition) processCompositeIndexUpdate(index`dirtyFields`iDocument);" is 121.,115
orientechnologies_orientdb-lucene,com.orientechnologies.lucene.hook,OLuceneClassIndexManager,onRecordBeforeDelete,Long Statement,The length of the statement "if (version.getCounter() > -1 && iDocument.getRecordVersion().compareTo(version) != 0) if (OFastConcurrentModificationException.enabled()) throw OFastConcurrentModificationException.instance();" is 193.,153
orientechnologies_orientdb-lucene,com.orientechnologies.lucene.hook,OLuceneClassIndexManager,onRecordBeforeDelete,Long Statement,The length of the statement "else throw new OConcurrentModificationException(iDocument.getIdentity()`iDocument.getRecordVersion()`version`ORecordOperation.DELETED);" is 135.,153
orientechnologies_orientdb-lucene,com.orientechnologies.lucene.hook,OLuceneClassIndexManager,deleteIndexEntries,Complex Method,Cyclomatic complexity of the method is 9,175
orientechnologies_orientdb-lucene,com.orientechnologies.lucene.hook,OLuceneClassIndexManager,deleteIndexEntries,Long Statement,The length of the statement "if (index.getDefinition() instanceof OCompositeIndexDefinition) result=processCompositeIndexDelete(index`dirtyFields`iDocument);" is 128.,175
orientechnologies_orientdb-lucene,com.orientechnologies.lucene.hook,OLuceneClassIndexManager,processCompositeIndexUpdate,Complex Method,Cyclomatic complexity of the method is 15,224
orientechnologies_orientdb-lucene,com.orientechnologies.lucene.hook,OLuceneClassIndexManager,processCompositeIndexUpdate,Long Statement,The length of the statement "if (dirtyFields.contains(multiValueField)) origValues.add(indexDefinition.getMultiValueDefinitionIndex()`iRecord.getOriginalValue(multiValueField));" is 148.,224
orientechnologies_orientdb-lucene,com.orientechnologies.lucene.hook,OLuceneClassIndexManager,processIndexUpdateFieldAssignment,Complex Method,Cyclomatic complexity of the method is 9,332
orientechnologies_orientdb-lucene,com.orientechnologies.lucene.hook,OLuceneClassIndexManager,processCompositeIndexDelete,Complex Method,Cyclomatic complexity of the method is 9,365
orientechnologies_orientdb-lucene,com.orientechnologies.lucene.hook,OLuceneClassIndexManager,processCompositeIndexDelete,Long Statement,The length of the statement "else if (dirtyFields.contains(multiValueField)) origValues.add(indexDefinition.getMultiValueDefinitionIndex()`iRecord.getOriginalValue(multiValueField));" is 153.,365
orientechnologies_orientdb-lucene,com.orientechnologies.lucene.hook,OLuceneClassIndexManager,checkIndexes,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@6bb63ed1,443
orientechnologies_orientdb-lucene,com.orientechnologies.lucene.hook,OLuceneClassIndexManager,checkIndexedPropertiesOnUpdate,Complex Method,Cyclomatic complexity of the method is 9,477
orientechnologies_orientdb-lucene,com.orientechnologies.lucene.test,LuceneGetSearcherTest,init,Long Statement,The length of the statement "databaseDocumentTx.command(new OCommandSQL("create index Person.isDeleted on Person (isDeleted) FULLTEXT ENGINE LUCENE")).execute();" is 132.,42
orientechnologies_orientdb-lucene,com.orientechnologies.lucene.test,LuceneMixIndexTest,init,Long Statement,The length of the statement "databaseDocumentTx.command(new OCommandSQL("create index Song.composite on Song (title`lyrics) FULLTEXT ENGINE LUCENE")).execute();" is 131.,49
orientechnologies_orientdb-lucene,com.orientechnologies.lucene.test,LuceneMixIndexTest,testMixQuery,Long Statement,The length of the statement "List<ODocument> docs=databaseDocumentTx.query(new OSQLSynchQuery<ODocument>("select * from Song where author = 'Hornsby' and [title] LUCENE \"(title:mountain)\" "));" is 165.,72
orientechnologies_orientdb-lucene,com.orientechnologies.lucene.test,LuceneMixIndexTest,testMixQuery,Long Statement,The length of the statement "docs=databaseDocumentTx.query(new OSQLSynchQuery<ODocument>("select * from Song where author = 'Hornsby' and title LUCENE \"(title:mountain)\" "));" is 147.,72
orientechnologies_orientdb-lucene,com.orientechnologies.lucene.test,LuceneMixIndexTest,testMixQuery,Long Statement,The length of the statement "docs=databaseDocumentTx.query(new OSQLSynchQuery<ODocument>("select * from Song where author = 'Hornsby' and [title] LUCENE \"(title:ballad)\" "));" is 147.,72
orientechnologies_orientdb-lucene,com.orientechnologies.lucene.test,LuceneMixIndexTest,testMixQuery,Long Statement,The length of the statement "docs=databaseDocumentTx.query(new OSQLSynchQuery<ODocument>("select * from Song where author = 'Hornsby' and title LUCENE \"(title:ballad)\" "));" is 145.,72
orientechnologies_orientdb-lucene,com.orientechnologies.lucene.test,LuceneMixIndexTest,testMixCompositeQuery,Long Statement,The length of the statement "List<ODocument> docs=databaseDocumentTx.query(new OSQLSynchQuery<ODocument>("select * from Song where author = 'Hornsby' and [title`lyrics] LUCENE \"(title:mountain)\" "));" is 172.,95
orientechnologies_orientdb-lucene,com.orientechnologies.lucene.test,LuceneMixIndexTest,getScriptFromStream,Empty catch clause,The method has an empty catch block.,105
orientechnologies_orientdb-lucene,com.orientechnologies.lucene.test,LuceneSingleFieldEmbeddedTest,loadAndTest,Long Statement,The length of the statement "List<ODocument> docs=databaseDocumentTx.query(new OSQLSynchQuery<ODocument>("select * from Song where [title] LUCENE \"(title:mountain)\""));" is 141.,52
orientechnologies_orientdb-lucene,com.orientechnologies.lucene.test,LuceneSingleFieldEmbeddedTest,loadAndTest,Long Statement,The length of the statement "docs=databaseDocumentTx.query(new OSQLSynchQuery<ODocument>("select * from Song where [author] LUCENE \"(author:Fabbio)\""));" is 125.,52
orientechnologies_orientdb-lucene,com.orientechnologies.lucene.test,LuceneSingleFieldEmbeddedTest,loadAndTest,Magic Number,The method contains a magic number: 4,52
orientechnologies_orientdb-lucene,com.orientechnologies.lucene.test,LuceneSingleFieldEmbeddedTest,loadAndTest,Magic Number,The method contains a magic number: 87,52
orientechnologies_orientdb-lucene,com.orientechnologies.lucene.test,LuceneSingleFieldEmbeddedTest,init,Long Statement,The length of the statement "databaseDocumentTx.command(new OCommandSQL("create index Song.author on Song (author) FULLTEXT ENGINE LUCENE")).execute();" is 122.,76
orientechnologies_orientdb-lucene,com.orientechnologies.lucene.test,LuceneSingleFieldEmbeddedTest,getScriptFromStream,Empty catch clause,The method has an empty catch block.,96
orientechnologies_orientdb-lucene,com.orientechnologies.lucene.test,LuceneSkipLimitTest,testContext,Long Statement,The length of the statement "List<ODocument> docs=databaseDocumentTx.query(new OSQLSynchQuery<ODocument>("select * from Song where [title] LUCENE \"(title:man)\""));" is 136.,56
orientechnologies_orientdb-lucene,com.orientechnologies.lucene.test,LuceneSkipLimitTest,testContext,Long Statement,The length of the statement "docs=databaseDocumentTx.query(new OSQLSynchQuery<ODocument>("select * from Song where [title] LUCENE \"(title:man)\" skip 10 limit 10"));" is 137.,56
orientechnologies_orientdb-lucene,com.orientechnologies.lucene.test,LuceneSkipLimitTest,testContext,Long Statement,The length of the statement "docs=databaseDocumentTx.query(new OSQLSynchQuery<ODocument>("select * from Song where [title] LUCENE \"(title:man)\" skip 14 limit 10"));" is 137.,56
orientechnologies_orientdb-lucene,com.orientechnologies.lucene.test,LuceneSkipLimitTest,testContext,Magic Number,The method contains a magic number: 14,56
orientechnologies_orientdb-lucene,com.orientechnologies.lucene.test,LuceneSkipLimitTest,testContext,Magic Number,The method contains a magic number: 9,56
orientechnologies_orientdb-lucene,com.orientechnologies.lucene.test,LuceneSkipLimitTest,testContext,Magic Number,The method contains a magic number: 4,56
orientechnologies_orientdb-lucene,com.orientechnologies.lucene.test,LuceneSkipLimitTest,init,Long Statement,The length of the statement "databaseDocumentTx.command(new OCommandSQL("create index Song.author on Song (author) FULLTEXT ENGINE LUCENE")).execute();" is 122.,82
orientechnologies_orientdb-lucene,com.orientechnologies.lucene.test,LuceneSkipLimitTest,getScriptFromStream,Empty catch clause,The method has an empty catch block.,102
orientechnologies_orientdb-lucene,com.orientechnologies.lucene.test,LuceneInsertMultithreadTest,testConcurrentInsertWithIndex,Long Statement,The length of the statement "for (int i=THREADS; i < THREADS + RTHREADS; ++i) threads[i]=new Thread(new LuceneReadThread(CYCLE)`"ConcurrentReadTest" + i);" is 125.,120
orientechnologies_orientdb-lucene,com.orientechnologies.lucene.test,LuceneBooleanIndex,init,Long Statement,The length of the statement "databaseDocumentTx.command(new OCommandSQL("create index Person.isDeleted on Person (isDeleted) FULLTEXT ENGINE LUCENE")).execute();" is 132.,43
orientechnologies_orientdb-lucene,com.orientechnologies.lucene.test,LuceneBooleanIndex,insertPerson,Long Statement,The length of the statement "List<ODocument> docs=databaseDocumentTx.query(new OSQLSynchQuery<ODocument>("select from Person where isDeleted lucene false"));" is 128.,62
orientechnologies_orientdb-lucene,com.orientechnologies.lucene.test,LuceneBooleanIndex,insertPerson,Magic Number,The method contains a magic number: 1000,62
orientechnologies_orientdb-lucene,com.orientechnologies.lucene.test,LuceneBooleanIndex,insertPerson,Magic Number,The method contains a magic number: 2,62
orientechnologies_orientdb-lucene,com.orientechnologies.lucene.test,LuceneBooleanIndex,insertPerson,Magic Number,The method contains a magic number: 500,62
orientechnologies_orientdb-lucene,com.orientechnologies.lucene.test,LuceneBooleanIndex,insertPerson,Magic Number,The method contains a magic number: 500,62
orientechnologies_orientdb-lucene,com.orientechnologies.lucene.test,LuceneMultiFieldTest,loadAndTest,Long Statement,The length of the statement "List<ODocument> docs=databaseDocumentTx.query(new OSQLSynchQuery<ODocument>("select * from Song where [title`author] LUCENE \"(title:mountain AND author:Fabbio)\""));" is 166.,53
orientechnologies_orientdb-lucene,com.orientechnologies.lucene.test,LuceneMultiFieldTest,loadAndTest,Long Statement,The length of the statement "docs=databaseDocumentTx.query(new OSQLSynchQuery<ODocument>("select * from Song where [title`author] LUCENE \"(title:mountain OR author:Fabbio)\""));" is 149.,53
orientechnologies_orientdb-lucene,com.orientechnologies.lucene.test,LuceneMultiFieldTest,loadAndTest,Long Statement,The length of the statement "docs=databaseDocumentTx.query(new OSQLSynchQuery<ODocument>("select * from Song where [title`author] LUCENE \"mountain\""));" is 124.,53
orientechnologies_orientdb-lucene,com.orientechnologies.lucene.test,LuceneMultiFieldTest,loadAndTest,Long Statement,The length of the statement "docs=databaseDocumentTx.query(new OSQLSynchQuery<ODocument>("select * from Song where [title`author] LUCENE \"fabbio\""));" is 122.,53
orientechnologies_orientdb-lucene,com.orientechnologies.lucene.test,LuceneMultiFieldTest,loadAndTest,Magic Number,The method contains a magic number: 90,53
orientechnologies_orientdb-lucene,com.orientechnologies.lucene.test,LuceneMultiFieldTest,loadAndTest,Magic Number,The method contains a magic number: 4,53
orientechnologies_orientdb-lucene,com.orientechnologies.lucene.test,LuceneMultiFieldTest,loadAndTest,Magic Number,The method contains a magic number: 87,53
orientechnologies_orientdb-lucene,com.orientechnologies.lucene.test,LuceneMultiFieldTest,init,Long Statement,The length of the statement "databaseDocumentTx.command(new OCommandSQL("create index Song.title_author on Song (title`author) FULLTEXT ENGINE LUCENE")).execute();" is 134.,79
orientechnologies_orientdb-lucene,com.orientechnologies.lucene.test,LuceneMultiFieldTest,getScriptFromStream,Empty catch clause,The method has an empty catch block.,99
orientechnologies_orientdb-lucene,com.orientechnologies.lucene.test,LuceneInsertUpdateSingleDocumentNoTxTest,testInsertUpdateTransactionWithIndex,Magic Number,The method contains a magic number: 2,72
orientechnologies_orientdb-lucene,com.orientechnologies.lucene.test,LuceneInsertUpdateSingleDocumentNoTxTest,testInsertUpdateTransactionWithIndex,Magic Number,The method contains a magic number: 2,72
orientechnologies_orientdb-lucene,com.orientechnologies.lucene.test,LuceneInsertReadMultithreadTest,testConcurrentInsertWithIndex,Long Statement,The length of the statement "for (int i=THREADS; i < THREADS + RTHREADS; ++i) threads[i]=new Thread(new LuceneReadThread(CYCLE)`"ConcurrentReadTest" + i);" is 125.,140
orientechnologies_orientdb-lucene,com.orientechnologies.lucene.test,LuceneInsertReadMultithreadTest,testConcurrentInsertWithIndex,Long Statement,The length of the statement "System.out.println("Started LuceneInsertReadMultithreadTest test` waiting for " + threads.length + " threads to complete...");" is 126.,140
orientechnologies_orientdb-lucene,com.orientechnologies.lucene.test,LuceneCreateIndexRemote,loadAndTest,Long Statement,The length of the statement "databaseDocumentTx.command(new OCommandSQL("create index Song.author on Song (author) FULLTEXT ENGINE LUCENE")).execute();" is 122.,46
orientechnologies_orientdb-lucene,com.orientechnologies.lucene.test,LuceneCreateIndexRemote,assertNewQuery,Long Statement,The length of the statement "List<ODocument> docs=databaseDocumentTx.query(new OSQLSynchQuery<ODocument>("select * from Song where [title] LUCENE \"(title:Test)\""));" is 137.,76
orientechnologies_orientdb-lucene,com.orientechnologies.lucene.test,CreateCityDb,cycle,Magic Number,The method contains a magic number: 8,118
orientechnologies_orientdb-lucene,com.orientechnologies.lucene.test,CreateCityDb,cycle,Magic Number,The method contains a magic number: 4,118
orientechnologies_orientdb-lucene,com.orientechnologies.lucene.test,CreateCityDb,cycle,Magic Number,The method contains a magic number: 5,118
orientechnologies_orientdb-lucene,com.orientechnologies.lucene.test,CreateCityDb,cycle,Magic Number,The method contains a magic number: 1000,118
