Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
xp,com.enonic.wem.admin.rest.resource.content.site.template,SiteTemplateResourceTest,testGetSiteTemplate,Long Statement,The length of the statement "String response=request().path("content/site/template").queryParam("siteTemplateKey"`siteTemplate.getKey().toString()).get().getAsString();" is 139.,151
xp,com.enonic.wem.admin.rest.resource.content.site.template,SiteTemplateResourceTest,testGetSiteTemplateMissing,Long Statement,The length of the statement "Mockito.when(siteTemplateService.getSiteTemplate(Mockito.isA(SiteTemplateKey.class))).thenThrow(new SiteTemplateNotFoundException(siteTemplate));" is 145.,189
xp,com.enonic.wem.admin.rest.resource.content.site.template,SiteTemplateResourceTest,import_site_template_exception,Long Statement,The length of the statement "final String jsonString=request().path("content/site/template/import").multipart("file"`"template-1.0.0.zip"`"INVALID_ZIP_CONTENT".getBytes()`MediaType.TEXT_PLAIN_TYPE).post().getAsString();" is 190.,202
xp,com.enonic.wem.admin.rest.resource.content.site.template,SiteTemplateResourceTest,create_site_template_success,Long Statement,The length of the statement "final PageTemplate pageTemplate=newPageTemplate().key(PageTemplateKey.from("mod|mainpage")).displayName("Main Page").descriptor(PageDescriptorKey.from(ModuleKey.from("mod-1.0.0")`new ComponentDescriptorName("page-descr"))).config(new RootDataSet()).build();" is 257.,214
xp,com.enonic.wem.admin.rest.resource.content.site.template,SiteTemplateResourceTest,create_site_template_success,Long Statement,The length of the statement "final ContentTypeFilter filter=ContentTypeFilter.newContentFilter().defaultAllow().denyContentType(ContentTypeName.from("mymodule-1.0.0:com.enonic.tweet")).denyContentType("mymodule-1.0.0:system.folder").denyContentTypes(ContentTypeNames.from("mymodule-1.0.0:com.enonic.article"`"mymodule-1.0.0:com.enonic.employee")).build();" is 326.,214
xp,com.enonic.wem.admin.rest.resource.content.site.template,SiteTemplateResourceTest,create_site_template_success,Long Statement,The length of the statement "final SiteTemplate siteTemplate=SiteTemplate.newSiteTemplate().key(SiteTemplateKey.from("blueman-1.0.0")).displayName("Blueman Site Template").icon(Icon.from(new byte[]{123}`"image/gif"`SOME_DATE)).vendor(newVendor().name("Enonic AS").url("http://www.enonic.com").build()).modules(ModuleKeys.from("module1-1.0.0"`"module2-1.0.0")).description("Demo site template").url("http://enonic.net").contentTypeFilter(filter).addPageTemplate(pageTemplate).build();" is 454.,214
xp,com.enonic.wem.admin.rest.resource.content.site.template,SiteTemplateResourceTest,create_site_template_success,Long Statement,The length of the statement "Mockito.when(this.siteTemplateService.createSiteTemplate(Mockito.isA(CreateSiteTemplateParams.class))).thenAnswer(invocation -> {" is 129.,214
xp,com.enonic.wem.admin.rest.resource.content.site.template,SiteTemplateResourceTest,create_site_template_success,Long Statement,The length of the statement "assertListEquals(new String[]{"mymodule-1.0.0:image"`"mymodule-1.0.0:com.enonic.tweet"`"mymodule-1.0.0:system.folder"`"mymodule-1.0.0:com.enonic.article"`"mymodule-1.0.0:com.enonic.employee"}`parseContentTypeNames(filter1.iterator()));" is 235.,214
xp,com.enonic.wem.admin.rest.resource.content.site.template,SiteTemplateResourceTest,create_site_template_success,Long Statement,The length of the statement "String jsonString=request().path("content/site/template/create").entity(readFromFile("create_site_template_params.json")`MediaType.APPLICATION_JSON_TYPE).post().getAsString();" is 175.,214
xp,com.enonic.wem.admin.rest.resource.content.site.template,SiteTemplateResourceTest,update_site_template_success,Long Statement,The length of the statement "final PageTemplate pageTemplate=newPageTemplate().key(PageTemplateKey.from("mod|mainpage")).displayName("Main Page").descriptor(PageDescriptorKey.from(ModuleKey.from("mod-1.0.0")`new ComponentDescriptorName("page-descr"))).config(new RootDataSet()).build();" is 257.,273
xp,com.enonic.wem.admin.rest.resource.content.site.template,SiteTemplateResourceTest,update_site_template_success,Long Statement,The length of the statement "final ContentTypeFilter filter=ContentTypeFilter.newContentFilter().defaultAllow().denyContentType(ContentTypeName.from("mymodule-1.0.0:com.enonic.tweet")).denyContentType("mymodule-1.0.0:system.folder").denyContentTypes(ContentTypeNames.from("mymodule-1.0.0:com.enonic.article"`"mymodule-1.0.0:com.enonic.employee")).build();" is 326.,273
xp,com.enonic.wem.admin.rest.resource.content.site.template,SiteTemplateResourceTest,update_site_template_success,Long Statement,The length of the statement "final SiteTemplate siteTemplate=SiteTemplate.newSiteTemplate().key(SiteTemplateKey.from("blueman-1.0.0")).displayName("Blueman Site Template").icon(Icon.from(new byte[]{123}`"image/gif"`SOME_DATE)).vendor(newVendor().name("Enonic AS").url("http://www.enonic.com").build()).modules(ModuleKeys.from("module1-1.0.0"`"module2-1.0.0")).description("Demo site template").url("http://enonic.net").contentTypeFilter(filter).addPageTemplate(pageTemplate).build();" is 454.,273
xp,com.enonic.wem.admin.rest.resource.content.site.template,SiteTemplateResourceTest,update_site_template_success,Long Statement,The length of the statement "Mockito.when(this.siteTemplateService.updateSiteTemplate(Mockito.isA(UpdateSiteTemplateParams.class))).thenAnswer(invocation -> {" is 129.,273
xp,com.enonic.wem.admin.rest.resource.content.site.template,SiteTemplateResourceTest,update_site_template_success,Long Statement,The length of the statement "String jsonString=request().path("content/site/template/update").entity(readFromFile("update_site_template_params.json")`MediaType.APPLICATION_JSON_TYPE).post().getAsString();" is 175.,273
xp,com.enonic.wem.admin.rest.resource.content.site.template,SiteTemplateResourceTest,import_site_template_success,Long Statement,The length of the statement "Mockito.when(siteTemplateService.createSiteTemplate(Mockito.isA(CreateSiteTemplateParams.class))).thenReturn(siteTemplate);" is 123.,323
xp,com.enonic.wem.admin.rest.resource.content.site.template,SiteTemplateResourceTest,import_site_template_success,Long Statement,The length of the statement "final String jsonString=request().path("content/site/template/import").multipart("file"`"name-1.0.0.zip"`fileData`MediaType.APPLICATION_OCTET_STREAM_TYPE).post().getAsString();" is 176.,323
xp,com.enonic.wem.admin.rest.resource.content.site.template,SiteTemplateResourceTest,export_site_template_success,Long Statement,The length of the statement "final byte[] response=request().path("content/site/template/export").queryParam("siteTemplateKey"`"name-1.0.0").get().getData();" is 128.,343
xp,com.enonic.wem.admin.rest.resource.content.site.template,SiteTemplateResourceTest,createSiteTemplate,Long Statement,The length of the statement "return SiteTemplate.newSiteTemplate().key(SiteTemplateKey.from("name-1.0.0")).displayName("displayName").icon(Icon.from(new byte[]{123}`"image/gif"`SOME_DATE)).description("info").url("url").vendor(Vendor.newVendor().name("vendorName").url("vendorUrl").build()).modules(ModuleKeys.from("module1-1.0.0")).contentTypeFilter(ContentTypeFilter.newContentFilter().allowContentType(ContentTypeName.imageMedia()).denyContentType(ContentTypeName.shortcut()).build()).build();" is 467.,363
xp,com.enonic.wem.admin.rest.resource.content.site.template,SiteTemplateResourceTest,createTemplateWithPageTemplates,Long Statement,The length of the statement "final PageTemplate pageTemplate1=PageTemplate.newPageTemplate().key(PageTemplateKey.from("module|my-page")).displayName("Main page template").canRender(ContentTypeNames.from("mymodule-1.0.0:article"`"mymodule-1.0.0:banner")).descriptor(PageDescriptorKey.from("mainmodule-1.0.0:landing-page")).regions(newPageRegions().build()).build();" is 335.,380
xp,com.enonic.wem.admin.rest.resource.content.site.template,SiteTemplateResourceTest,createTemplateWithPageTemplates,Long Statement,The length of the statement "final PageTemplate pageTemplate2=PageTemplate.newPageTemplate().key(PageTemplateKey.from("module|my-other-page")).displayName("Another page template").canRender(ContentTypeNames.from("mymodule-1.0.0:article")).descriptor(PageDescriptorKey.from("mainmodule-1.0.0:other-page")).regions(newPageRegions().build()).build();" is 318.,380
xp,com.enonic.wem.admin.rest.resource.content.site.template,SiteTemplateResourceTest,createTemplateWithPageTemplates,Long Statement,The length of the statement "return SiteTemplate.newSiteTemplate().key(SiteTemplateKey.from("name-1.0.0")).displayName("displayName").description("info").url("url").vendor(Vendor.newVendor().name("vendorName").url("vendorUrl").build()).modules(ModuleKeys.from("module1-1.0.0")).contentTypeFilter(ContentTypeFilter.newContentFilter().allowContentType(ContentTypeName.imageMedia()).denyContentType(ContentTypeName.shortcut()).build()).addPageTemplate(pageTemplate1).addPageTemplate(pageTemplate2).build();" is 474.,380
xp,com.enonic.wem.admin.rest.resource.content.site.template,SiteTemplateResource,setContentTypeService,Long Statement,The length of the statement "this.siteTemplateIconUrlResolver=new SiteTemplateIconUrlResolver(new SchemaIconUrlResolver(new SchemaIconResolver(contentTypeService)));" is 136.,207
xp,com.enonic.wem.admin.rest.resource.content.site,SiteResourceTest,create_site_failure,Long Statement,The length of the statement "Mockito.when(this.siteService.create(Mockito.isA(CreateSiteParams.class)`Mockito.isA(Context.class))).thenThrow(new ContentNotFoundException(content.getId()`WORKSPACE));" is 169.,56
xp,com.enonic.wem.admin.rest.resource.content.site,SiteResourceTest,create_site_failure,Long Statement,The length of the statement "request().path("content/site/create").entity(readFromFile("create_site_params.json")`MediaType.APPLICATION_JSON_TYPE).post().getAsString();" is 139.,56
xp,com.enonic.wem.admin.rest.resource.content.site,SiteResourceTest,create_site_success,Long Statement,The length of the statement "Mockito.when(this.siteService.create(Mockito.isA(CreateSiteParams.class)`Mockito.isA(Context.class))).thenReturn(content);" is 122.,70
xp,com.enonic.wem.admin.rest.resource.content.site,SiteResourceTest,create_site_success,Long Statement,The length of the statement "String jsonString=request().path("content/site/create").entity(readFromFile("create_site_params.json")`MediaType.APPLICATION_JSON_TYPE).post().getAsString();" is 157.,70
xp,com.enonic.wem.admin.rest.resource.content.site,SiteResourceTest,update_site_failure,Long Statement,The length of the statement "Mockito.when(this.siteService.update(Mockito.isA(UpdateSiteParams.class)`Mockito.isA(Context.class))).thenThrow(new ContentNotFoundException(content.getId()`WORKSPACE));" is 169.,86
xp,com.enonic.wem.admin.rest.resource.content.site,SiteResourceTest,update_site_failure,Long Statement,The length of the statement "String jsonString=request().path("content/site/update").entity(readFromFile("update_site_params.json")`MediaType.APPLICATION_JSON_TYPE).post().getAsString();" is 157.,86
xp,com.enonic.wem.admin.rest.resource.content.site,SiteResourceTest,update_site_success,Long Statement,The length of the statement "Mockito.when(this.siteService.update(Mockito.isA(UpdateSiteParams.class)`Mockito.isA(Context.class))).thenReturn(content);" is 122.,102
xp,com.enonic.wem.admin.rest.resource.content.site,SiteResourceTest,update_site_success,Long Statement,The length of the statement "String jsonString=request().path("content/site/update").entity(readFromFile("update_site_params.json")`MediaType.APPLICATION_JSON_TYPE).post().getAsString();" is 157.,102
xp,com.enonic.wem.admin.rest.resource.content.site,SiteResourceTest,delete_site_failure,Long Statement,The length of the statement "Mockito.when(this.siteService.delete(Mockito.isA(ContentId.class)`Mockito.isA(Context.class))).thenThrow(new ContentNotFoundException(content.getId()`WORKSPACE));" is 162.,118
xp,com.enonic.wem.admin.rest.resource.content.site,SiteResourceTest,delete_site_failure,Long Statement,The length of the statement "request().path("content/site/delete").entity(readFromFile("delete_site_params.json")`MediaType.APPLICATION_JSON_TYPE).post().getAsString();" is 139.,118
xp,com.enonic.wem.admin.rest.resource.content.site,SiteResourceTest,delete_site_success,Long Statement,The length of the statement "String jsonString=request().path("content/site/delete").entity(readFromFile("delete_site_params.json")`MediaType.APPLICATION_JSON_TYPE).post().getAsString();" is 157.,132
xp,com.enonic.wem.admin.rest.resource.content.site,SiteResourceTest,getResourceInstance,Long Statement,The length of the statement "Mockito.when(contentTypeService.getByName(Mockito.isA(GetContentTypeParams.class))).thenReturn(createContentType("mymodule-1.0.0:content-type"));" is 145.,147
xp,com.enonic.wem.admin.rest.resource.content.site,SiteResourceTest,createSiteContent,Long Statement,The length of the statement "ModuleConfig moduleConfig=ModuleConfig.newModuleConfig().module(ModuleKey.from("module-1.0.0")).config(rootDataSet).build();" is 124.,165
xp,com.enonic.wem.admin.rest.resource.content.site,SiteResourceTest,createSiteContent,Long Statement,The length of the statement "return Content.newContent().id(ContentId.from(id)).path(ContentPath.from(name)).createdTime(Instant.parse(this.currentTime)).owner(UserKey.from("myStore:me")).displayName("My Content").modifiedTime(Instant.parse(this.currentTime)).modifier(UserKey.superUser()).type(ContentTypeName.from(contentTypeName)).site(site).build();" is 324.,165
xp,com.enonic.wem.admin.rest.resource.content.site,SiteResourceTest,createContent,Long Statement,The length of the statement "return Content.newContent().id(ContentId.from(id)).path(ContentPath.from(name)).createdTime(Instant.parse(this.currentTime)).owner(UserKey.from("myStore:me")).displayName("My Content").modifiedTime(Instant.parse(this.currentTime)).modifier(UserKey.superUser()).type(ContentTypeName.from(contentTypeName)).site(null).build();" is 324.,195
xp,com.enonic.wem.admin.rest.resource.content.site,SiteResourceTest,createContentType,Long Statement,The length of the statement "return ContentType.newContentType().displayName("My type").name(name).icon(Icon.from(new byte[]{123}`"image/gif"`Instant.now())).build();" is 137.,215
xp,com.enonic.wem.admin.rest.resource.content.site,CreateSiteJson,CreateSiteJson,Long Statement,The length of the statement "this.createSite=new CreateSiteParams().content(ContentId.from(contentId)).template(SiteTemplateKey.from(siteTemplateKey)).moduleConfigs(ModuleConfigJson.toModuleConfigs(moduleConfigs));" is 185.,19
xp,com.enonic.wem.admin.rest.resource.content.site,UpdateSiteJson,UpdateSiteJson,Long Statement,The length of the statement "return Site.editSite(toBeEdited).template(SiteTemplateKey.from(siteTemplate)).moduleConfigs(ModuleConfigJson.toModuleConfigs(moduleConfigs));" is 141.,21
xp,com.enonic.wem.admin.rest.resource.content.site,UpdateSiteJson,edit,Long Statement,The length of the statement "return Site.editSite(toBeEdited).template(SiteTemplateKey.from(siteTemplate)).moduleConfigs(ModuleConfigJson.toModuleConfigs(moduleConfigs));" is 141.,30
xp,com.enonic.wem.admin.rest.resource.content,ContentResourceTest,getResourceInstance,Long Statement,The length of the statement "Mockito.when(contentTypeService.getByName(Mockito.isA(GetContentTypeParams.class))).thenReturn(createContentType("mymodule-1.0.0:my_type"));" is 140.,87
xp,com.enonic.wem.admin.rest.resource.content,ContentResourceTest,get_content_by_path,Magic Number,The method contains a magic number: 2,106
xp,com.enonic.wem.admin.rest.resource.content,ContentResourceTest,get_content_by_path,Magic Number,The method contains a magic number: 3.14159,106
xp,com.enonic.wem.admin.rest.resource.content,ContentResourceTest,get_content_by_path,Magic Number,The method contains a magic number: 1.333,106
xp,com.enonic.wem.admin.rest.resource.content,ContentResourceTest,get_content_summary_by_path,Long Statement,The length of the statement "String jsonString=request().path("content/bypath").queryParam("path"`"/my_a_content").queryParam("expand"`"summary").get().getAsString();" is 137.,131
xp,com.enonic.wem.admin.rest.resource.content,ContentResourceTest,get_content_summary_by_path,Magic Number,The method contains a magic number: 2,131
xp,com.enonic.wem.admin.rest.resource.content,ContentResourceTest,get_content_by_path_not_found,Long Statement,The length of the statement "Mockito.when(contentService.getByIds(Mockito.isA(GetContentByIdsParams.class)`Mockito.isA(Context.class))).thenReturn(Contents.empty());" is 136.,152
xp,com.enonic.wem.admin.rest.resource.content,ContentResourceTest,get_content_by_path_not_found,Magic Number,The method contains a magic number: 404,152
xp,com.enonic.wem.admin.rest.resource.content,ContentResourceTest,get_content_id_by_path_and_version,Long Statement,The length of the statement "Mockito.when(contentService.getByPath(Mockito.eq(ContentPath.from("/my_a_content"))`Mockito.eq(ContentResource.STAGE_CONTEXT))).thenReturn(aContent);" is 149.,165
xp,com.enonic.wem.admin.rest.resource.content,ContentResourceTest,get_content_id_by_path_and_version,Long Statement,The length of the statement "String jsonString=request().path("content/bypath").queryParam("path"`"/my_a_content").queryParam("expand"`"none").get().getAsString();" is 134.,165
xp,com.enonic.wem.admin.rest.resource.content,ContentResourceTest,get_content_id_by_path_and_version,Magic Number,The method contains a magic number: 2,165
xp,com.enonic.wem.admin.rest.resource.content,ContentResourceTest,get_content_by_path_and_version_not_found,Long Statement,The length of the statement "Mockito.when(contentService.getByPath(Mockito.eq(ContentPath.from("/my_a_content"))`Mockito.eq(ContentResource.STAGE_CONTEXT))).thenReturn(null);" is 145.,189
xp,com.enonic.wem.admin.rest.resource.content,ContentResourceTest,get_content_by_path_and_version_not_found,Magic Number,The method contains a magic number: 404,189
xp,com.enonic.wem.admin.rest.resource.content,ContentResourceTest,get_content_by_id,Magic Number,The method contains a magic number: 2,201
xp,com.enonic.wem.admin.rest.resource.content,ContentResourceTest,get_content_by_id,Magic Number,The method contains a magic number: 3.14159,201
xp,com.enonic.wem.admin.rest.resource.content,ContentResourceTest,get_content_by_id,Magic Number,The method contains a magic number: 1.333,201
xp,com.enonic.wem.admin.rest.resource.content,ContentResourceTest,get_site_content_by_id,Long Statement,The length of the statement "ModuleConfig moduleConfig=ModuleConfig.newModuleConfig().module(ModuleKey.from("mymodule-1.0.0")).config(moduleConfigConfig).build();" is 133.,222
xp,com.enonic.wem.admin.rest.resource.content,ContentResourceTest,get_site_content_by_id,Long Statement,The length of the statement "Site site=Site.newSite().template(SiteTemplateKey.from("mysitetemplate-1.0.0")).moduleConfigs(ModuleConfigs.from(moduleConfig)).build();" is 136.,222
xp,com.enonic.wem.admin.rest.resource.content,ContentResourceTest,get_page_content_by_id,Long Statement,The length of the statement "PartComponent component=PartComponent.newPartComponent().name("my-component").descriptor(PartDescriptorKey.from("mainmodule-1.0.0:partTemplateName")).config(componentConfig).build();" is 182.,249
xp,com.enonic.wem.admin.rest.resource.content,ContentResourceTest,get_page_content_by_id,Long Statement,The length of the statement "Page page=Page.newPage().template(PageTemplateKey.from("mymodule|mypagetemplate")).regions(regions).config(pageConfig).build();" is 127.,249
xp,com.enonic.wem.admin.rest.resource.content,ContentResourceTest,get_content_summary_by_id,Magic Number,The method contains a magic number: 2,292
xp,com.enonic.wem.admin.rest.resource.content,ContentResourceTest,get_content_by_id_not_found,Long Statement,The length of the statement "Mockito.when(contentService.getByIds(Mockito.isA(GetContentByIdsParams.class)`Mockito.eq(ContentResource.STAGE_CONTEXT))).thenReturn(Contents.empty());" is 151.,312
xp,com.enonic.wem.admin.rest.resource.content,ContentResourceTest,get_content_by_id_not_found,Magic Number,The method contains a magic number: 404,312
xp,com.enonic.wem.admin.rest.resource.content,ContentResourceTest,get_content_id_by_id_and_version,Long Statement,The length of the statement "Mockito.when(contentService.getById(Mockito.eq(ContentId.from("aaa"))`Mockito.eq(ContentResource.STAGE_CONTEXT))).thenReturn(aContent);" is 135.,325
xp,com.enonic.wem.admin.rest.resource.content,ContentResourceTest,get_content_id_by_id_and_version,Magic Number,The method contains a magic number: 3.14159,325
xp,com.enonic.wem.admin.rest.resource.content,ContentResourceTest,get_content_id_by_id_and_version,Magic Number,The method contains a magic number: 1.333,325
xp,com.enonic.wem.admin.rest.resource.content,ContentResourceTest,get_content_by_id_and_version_not_found,Long Statement,The length of the statement "Mockito.when(contentService.getById(Mockito.eq(ContentId.from("aaa"))`Mockito.eq(ContentResource.STAGE_CONTEXT))).thenReturn(null);" is 131.,348
xp,com.enonic.wem.admin.rest.resource.content,ContentResourceTest,get_content_by_id_and_version_not_found,Magic Number,The method contains a magic number: 404,348
xp,com.enonic.wem.admin.rest.resource.content,ContentResourceTest,list_content_by_path,Long Statement,The length of the statement "Mockito.when(contentService.findByParent(Mockito.isA(FindContentByParentParams.class)`Mockito.eq(ContentResource.STAGE_CONTEXT))).thenReturn(FindContentByParentResult.create().contents(Contents.from(aContent`bContent)).hits(2).totalHits(2).build());" is 249.,361
xp,com.enonic.wem.admin.rest.resource.content,ContentResourceTest,list_content_by_path,Magic Number,The method contains a magic number: 2,361
xp,com.enonic.wem.admin.rest.resource.content,ContentResourceTest,list_content_by_path,Magic Number,The method contains a magic number: 2,361
xp,com.enonic.wem.admin.rest.resource.content,ContentResourceTest,list_content_full_by_path,Long Statement,The length of the statement "Mockito.when(contentService.findByParent(Mockito.isA(FindContentByParentParams.class)`Mockito.eq(ContentResource.STAGE_CONTEXT))).thenReturn(FindContentByParentResult.create().contents(Contents.from(aContent`bContent)).hits(2).totalHits(2).build());" is 249.,380
xp,com.enonic.wem.admin.rest.resource.content,ContentResourceTest,list_content_full_by_path,Long Statement,The length of the statement "String jsonString=request().path("content/list/bypath").queryParam("parentPath"`"/").queryParam("expand"`"full").get().getAsString();" is 133.,380
xp,com.enonic.wem.admin.rest.resource.content,ContentResourceTest,list_content_full_by_path,Magic Number,The method contains a magic number: 2,380
xp,com.enonic.wem.admin.rest.resource.content,ContentResourceTest,list_content_full_by_path,Magic Number,The method contains a magic number: 2,380
xp,com.enonic.wem.admin.rest.resource.content,ContentResourceTest,list_content_by_path_not_found,Long Statement,The length of the statement "Mockito.when(contentService.findByParent(Mockito.isA(FindContentByParentParams.class)`Mockito.eq(ContentResource.STAGE_CONTEXT))).thenReturn(FindContentByParentResult.create().contents(Contents.empty()).hits(0).totalHits(0).build());" is 233.,400
xp,com.enonic.wem.admin.rest.resource.content,ContentResourceTest,list_root_content_id_by_path,Long Statement,The length of the statement "Mockito.when(contentService.findByParent(Mockito.isA(FindContentByParentParams.class)`Mockito.eq(ContentResource.STAGE_CONTEXT))).thenReturn(FindContentByParentResult.create().contents(Contents.from(aContent`bContent)).hits(2).totalHits(2).build());" is 249.,417
xp,com.enonic.wem.admin.rest.resource.content,ContentResourceTest,list_root_content_id_by_path,Magic Number,The method contains a magic number: 2,417
xp,com.enonic.wem.admin.rest.resource.content,ContentResourceTest,list_root_content_id_by_path,Magic Number,The method contains a magic number: 2,417
xp,com.enonic.wem.admin.rest.resource.content,ContentResourceTest,list_content_by_id,Long Statement,The length of the statement "Mockito.when(contentService.getById(Mockito.isA(ContentId.class)`Mockito.eq(ContentResource.STAGE_CONTEXT))).thenReturn(cContent);" is 130.,436
xp,com.enonic.wem.admin.rest.resource.content,ContentResourceTest,list_content_by_id,Long Statement,The length of the statement "Mockito.when(contentService.findByParent(Mockito.isA(FindContentByParentParams.class)`Mockito.eq(ContentResource.STAGE_CONTEXT))).thenReturn(FindContentByParentResult.create().contents(Contents.from(aContent`bContent)).hits(2).totalHits(2).build());" is 249.,436
xp,com.enonic.wem.admin.rest.resource.content,ContentResourceTest,list_content_by_id,Magic Number,The method contains a magic number: 2,436
xp,com.enonic.wem.admin.rest.resource.content,ContentResourceTest,list_content_by_id,Magic Number,The method contains a magic number: 2,436
xp,com.enonic.wem.admin.rest.resource.content,ContentResourceTest,list_content_full_by_id,Long Statement,The length of the statement "Mockito.when(contentService.getById(Mockito.isA(ContentId.class)`Mockito.eq(ContentResource.STAGE_CONTEXT))).thenReturn(cContent);" is 130.,459
xp,com.enonic.wem.admin.rest.resource.content,ContentResourceTest,list_content_full_by_id,Long Statement,The length of the statement "Mockito.when(contentService.findByParent(Mockito.isA(FindContentByParentParams.class)`Mockito.eq(ContentResource.STAGE_CONTEXT))).thenReturn(FindContentByParentResult.create().contents(Contents.from(aContent`bContent)).hits(2).totalHits(2).build());" is 249.,459
xp,com.enonic.wem.admin.rest.resource.content,ContentResourceTest,list_content_full_by_id,Long Statement,The length of the statement "String jsonString=request().path("content/list").queryParam("parentId"`"ccc").queryParam("expand"`"full").get().getAsString();" is 126.,459
xp,com.enonic.wem.admin.rest.resource.content,ContentResourceTest,list_content_full_by_id,Magic Number,The method contains a magic number: 2,459
xp,com.enonic.wem.admin.rest.resource.content,ContentResourceTest,list_content_full_by_id,Magic Number,The method contains a magic number: 2,459
xp,com.enonic.wem.admin.rest.resource.content,ContentResourceTest,list_root_content_id_by_id,Long Statement,The length of the statement "Mockito.when(contentService.findByParent(Mockito.isA(FindContentByParentParams.class)`Mockito.eq(ContentResource.STAGE_CONTEXT))).thenReturn(FindContentByParentResult.create().contents(Contents.from(aContent`bContent)).hits(2).totalHits(2).build());" is 249.,483
xp,com.enonic.wem.admin.rest.resource.content,ContentResourceTest,list_root_content_id_by_id,Magic Number,The method contains a magic number: 2,483
xp,com.enonic.wem.admin.rest.resource.content,ContentResourceTest,list_root_content_id_by_id,Magic Number,The method contains a magic number: 2,483
xp,com.enonic.wem.admin.rest.resource.content,ContentResourceTest,generate_name,Long Statement,The length of the statement "String jsonString=request().path("content/generateName").queryParam("displayName"`"Some rea11y we!rd name...").get().getAsString();" is 131.,502
xp,com.enonic.wem.admin.rest.resource.content,ContentResourceTest,validate_content_success,Long Statement,The length of the statement "Mockito.when(contentTypeService.getByNames(Mockito.isA(GetContentTypesParams.class))).thenReturn(ContentTypes.from(createContentType("mymodule-1.0.0:my_type")));" is 161.,514
xp,com.enonic.wem.admin.rest.resource.content,ContentResourceTest,validate_content_success,Long Statement,The length of the statement "Mockito.when(contentService.validate(Mockito.isA(ValidateContentData.class)`Mockito.isA(Context.class))).thenReturn(DataValidationErrors.empty());" is 146.,514
xp,com.enonic.wem.admin.rest.resource.content,ContentResourceTest,validate_content_success,Long Statement,The length of the statement "String jsonString=request().path("content/validate").entity(readFromFile("validate_content_params.json")`MediaType.APPLICATION_JSON_TYPE).post().getAsString();" is 159.,514
xp,com.enonic.wem.admin.rest.resource.content,ContentResourceTest,validate_content_error,Long Statement,The length of the statement "Mockito.when(contentTypeService.getByNames(Mockito.isA(GetContentTypesParams.class))).thenReturn(ContentTypes.from(createContentType("mymodule-1.0.0:my_type")));" is 161.,533
xp,com.enonic.wem.admin.rest.resource.content,ContentResourceTest,validate_content_error,Long Statement,The length of the statement "Mockito.when(contentService.validate(Mockito.isA(ValidateContentData.class)`Mockito.isA(Context.class))).thenReturn(createDataValidationErrors());" is 146.,533
xp,com.enonic.wem.admin.rest.resource.content,ContentResourceTest,validate_content_error,Long Statement,The length of the statement "String jsonString=request().path("content/validate").entity(readFromFile("validate_content_params.json")`MediaType.APPLICATION_JSON_TYPE).post().getAsString();" is 159.,533
xp,com.enonic.wem.admin.rest.resource.content,ContentResourceTest,delete_content_success,Long Statement,The length of the statement "Mockito.when(contentService.delete(Mockito.isA(DeleteContentParams.class)`Mockito.isA(Context.class))).thenReturn(new DeleteContentResult(newContent().parentPath(ContentPath.ROOT).name("one").build()));" is 202.,552
xp,com.enonic.wem.admin.rest.resource.content,ContentResourceTest,delete_content_success,Long Statement,The length of the statement "Mockito.when(contentService.delete(Mockito.isA(DeleteContentParams.class)`Mockito.isA(Context.class))).thenReturn(new DeleteContentResult(newContent().parentPath(ContentPath.ROOT).name("two").build()));" is 202.,552
xp,com.enonic.wem.admin.rest.resource.content,ContentResourceTest,delete_content_success,Long Statement,The length of the statement "String jsonString=request().path("content/delete").entity(readFromFile("delete_content_params.json")`MediaType.APPLICATION_JSON_TYPE).post().getAsString();" is 155.,552
xp,com.enonic.wem.admin.rest.resource.content,ContentResourceTest,delete_content_failure,Long Statement,The length of the statement "Mockito.when(contentService.delete(Mockito.eq(new DeleteContentParams().contentPath(ContentPath.from("/one")))`Mockito.eq(ContentResource.STAGE_CONTEXT))).thenThrow(new ContentNotFoundException(ContentPath.from("one")`ContentConstants.WORKSPACE_STAGE));" is 253.,569
xp,com.enonic.wem.admin.rest.resource.content,ContentResourceTest,delete_content_failure,Long Statement,The length of the statement "Mockito.when(contentService.delete(Mockito.eq(new DeleteContentParams().contentPath(ContentPath.from("/two")))`Mockito.eq(ContentResource.STAGE_CONTEXT))).thenThrow(new UnableToDeleteContentException(ContentPath.from("two")`"Some reason"));" is 240.,569
xp,com.enonic.wem.admin.rest.resource.content,ContentResourceTest,delete_content_failure,Long Statement,The length of the statement "String jsonString=request().path("content/delete").entity(readFromFile("delete_content_params.json")`MediaType.APPLICATION_JSON_TYPE).post().getAsString();" is 155.,569
xp,com.enonic.wem.admin.rest.resource.content,ContentResourceTest,delete_content_both,Long Statement,The length of the statement "Mockito.when(contentService.delete(Mockito.eq(new DeleteContentParams().contentPath(ContentPath.from("one")))`Mockito.eq(ContentResource.STAGE_CONTEXT))).thenReturn(new DeleteContentResult(newContent().parentPath(ContentPath.ROOT).name("one").build()));" is 253.,588
