Commit,HWD,GS,ED,LDV,Total
ad859665890d9720e02d111ffeaeaab75b14c645,33,1115,195,8,1351
d2d473c82e2a1b8c2ab73fc80e9a35a148ed9eb5,31,1125,160,7,1323
eeb1b4eee46f0bd2492466610dee247716628c03,6,411,59,0,476
878e85b572cbb2628f47c421479cbfc22dc34358,12,609,109,6,736
f43ae57a679e45192d7803451d23876522cdbef4,32,1352,191,9,1584
085016cf9a5dd283d6878b1f37b36669cb8f39fb,22,1137,206,10,1375
e590718e5ba10da83cdc6c712b44a5b5667728e9,30,1097,184,8,1319
a44bcf5f44b8999b2d207453743b692a4991cd56,10,2065,733,2,2810
e91200afde52ca0faf3acda435becbf9166ee552,12,2141,769,5,2927
4e8c0bc19c48acff8fc8b4c56ce4887ef2530b1a,9,2198,782,3,2992
204c74b66611bf463570502abeb532f02a385ce4,9,2217,842,3,3071
872e36799af0ca655f6350ba4b052210b8804e4e,0,0,0,0,0
3e888a8bc93138e495d215234e8f1da6cfd77b89,12,831,242,3,1088
0bdc347483423c08d6a99b45a01df22dbf1c8a43,12,1303,602,3,1920
8e7d104fe7a81baede7f122c5b5c2de31984348a,12,1470,671,3,2156
f9094cb3d675803bd32b7fa0e74243f1799a1a0d,12,1523,686,3,2224
23463186dd7092107c820316ca8915d501ea3da8,33,1352,191,9,1585
845c06e12e1555104f353f6aec9910ca18729a34,31,1061,150,9,1251
7664c0217177ba5019852cc4bd7d849ef8e4c29d,6,414,59,0,479
939de1eb65ecdd51c50484c84a48553d06d99ae2,0,0,0,0,0
c338e8623b502fb0e38ccfb5224f60e69980c1d1,12,644,110,7,773
a19bffe2d732795567b3d282879ac26c162bbf4e,7,1239,367,0,1613
f12af04991d333257e818fb38578722fc69d6adc,0,0,0,0,0
2a301ab2cc2faf3772c83414b8976b6ce5167497,7,2087,644,1,2739
d0b14c71c188518e31746dc47b17704639c5bf54,33,1352,191,9,1585
02732bc7a6fcf666a3d9b5337af338e404abcd0b,12,642,110,7,771
7355d0463217391457ee96b2d4a88c2d5dc18ea4,12,2206,805,5,3028
32b42567ccf62f08b5df64a8ed2b54f78c0fa72f,12,609,109,6,736
6572be00a836258afa41488984875d1fb5fc2150,30,953,174,7,1164
56f6a407351689f82107c13d8120e996485f3917,31,1073,149,9,1262
9612d0b6b2407230c72522b37581b8d38fca6834,12,866,266,3,1147
cf1fc831e0f52749d4b4c11b0f728d99bf8c6820,18,856,127,7,1008
0c4f39889821a0e1b190a02d9207c4874d50ff04,12,2118,764,5,2899
b60cdf0cb5c78243dc5b95e2c1f0234dd769dff9,10,2170,732,2,2914
113f6b1303896d12d616f7c179cc2531af69dd31,7,1240,367,0,1614
f986fd7dc85421aca13cc257334fab095cbd9a72,12,567,97,3,679
f21bf1de5318746ae83188caae6093018bcfa326,6,435,61,0,502
6a93b8af66d39140565d8d547b896764ccb02633,7,527,72,0,606
56a3c4e06871776d5950680558f49017a1b3e14e,31,1101,193,8,1333
3e6306f640a48903d04b9196debcbbab937026d9,12,609,109,6,736
f8d350969a30647a9a9325ba0696743cc0533dbb,20,880,127,7,1034
6f69e6f0e32998cbf479b590040d7ad2e9565811,12,1775,697,2,2486
1a980cba3ef2bb61afda1b706a7ee57d0b853898,31,971,170,7,1179
95736803222c57b20ebdd0e28cedd0dac4d2100e,30,1097,178,8,1313
79bd534df60f1fd90ddd695f6ac1ecd38894a712,32,1346,188,9,1575
22997049cb293a9d6e51132d01d3fb02722dc4b3,30,956,173,8,1167
74dec3d9d81311414b8b567f43b3660ff205cc95,31,1060,150,9,1250
92cc10ed76fbeed0dc669eb709febc6ce78fead8,6,451,67,0,524
a24d80a000156786889c0967c40529967d0e98ff,32,1368,189,9,1598
183d1a0c97ba53336acf0d52af49d2271b15c9d9,6,448,62,0,516
63b1c448de3409d3b910bbe235b5ee377e8d243c,7,2193,695,1,2896
3d452432d592b47a6c26914bdf64d486514ad926,12,1166,510,3,1691
3167e551d1d5bdce6d214a79e7a3aa55d71476eb,25,944,131,7,1107
9e9d7eb9a86fd56f745e096b1e194387de938943,7,506,71,0,584
4965fdc33fa3c96a6e06cbf99e01c54ebc8f2fd2,11,1850,736,2,2599
d99c3c1aa502203f769388988117cc0735903054,18,857,126,7,1008
7852b2462d94dd16f0274be3abd073d978b17622,32,1334,189,9,1564
4a6dad1216202e09e2788dd59466ffbee9ae5555,13,623,115,6,757
4dba318487027a0c1413eeb5ea6d9b88722d1d4d,31,1121,163,7,1322
148cee56f84562a6cf830c2d0d9a8c18e4e0a8b2,18,857,126,7,1008
5361191d4dd39a0a9619f89558ffefb5b512829e,27,1031,138,9,1205
0ada62b6cdcd2cc4340f433410ac0338b1ca824a,7,1249,393,0,1649
5b03db020780388ed3bbd753c1502c2d5254f1c0,7,1231,391,0,1629
9cb686b80d51259f1f1d5371275e709b3ba3a508,7,525,72,0,604
504506763dbfda497cb6e11043c8514f53647df0,7,1089,182,0,1278
db7a709678b4bd919f0c448e6251c16769eda496,30,951,176,7,1164
d8d2fd4bacbdee233a43498780d10cbd1044e2fa,12,1190,528,3,1733
56c39bb0854bb3c60cab22d9d4721ab6cb215424,12,701,114,7,834
f7a7666e273d0c4884c65758090c417d7588084b,28,1064,172,8,1272
2c822bd3ea30fea1c9dd13027cbe5e6822c4a6f6,12,1101,447,3,1563
a382bfb2d918ace6ea9b5ea848ff34425913ce38,32,1350,184,8,1574
40cc5a3ea2dd0ac0c9cb18c7cd53137d7ac46330,23,1164,228,10,1425
9abf60d72636e92247d14457dc407e0db9e18a6b,0,0,0,0,0
d572a37c8fa9c31fa904afdfebe8d79276f3de98,30,953,174,7,1164
077e5412a3cf899175fda446bbf43f010ece53d9,7,1940,763,1,2711
7d9c98f0db3dd6271621154cb4eb5fa6456573c7,12,1412,656,3,2083
9cd9aae53d60a9c8ebcbac92ae1a57ce88bb0941,9,2221,735,3,2968
5c8b023f336c0bf8b2ac4af2ceaf65d6e8da2ac2,13,626,112,7,758
76c097b50575ba3e65c54062bdb92388034cf3fc,33,1344,188,9,1574
0a0aa808f031bdce2e9ccd5185e4230d87a78579,13,622,115,6,756
881620916328504778db07c2bef71824cf8386f0,9,2198,798,3,3008
d2d145f879670a604383570d3ed5de99cecac8ed,22,1349,200,10,1581
814cc440b6a1af3d58ccca6f784429ce1b811ae1,11,1794,730,2,2537
0786d58d9433a4ae8912e26790046f36e1b05efd,13,630,109,7,759
696077ffbea775875a78857dc4e152f958690720,6,473,71,0,550
3f011947bb4d5e15eeadd71f9e1eb34a76ba8678,6,479,69,0,554
864f24b04e16ce2da875c82171961c470a6e2ac5,13,724,114,7,858
ec78cdce7f23c94acecbbdacb032e770b6983d8a,12,792,217,3,1024
aaf866a37baf15284290b35a3606dee6d066bdd2,12,665,147,3,827
5450e3bd582148104566a2b93300b79880d21f4b,6,430,60,0,496
9dc20b5b33ab2dae1b0c65d4822b7039f9df0a06,32,1337,206,8,1583
b8fe02a43ef02d6391ef9d627043b4d535765132,7,1214,383,0,1604
3cd880c6b547cc96ef760b7f397bab42cb09d36c,30,953,176,7,1166
884f15acb5b1e15d0e7cdcb54180a37cad2011b4,12,2118,781,5,2916
11f8ddf422288addeac197dd41e5691e985e718a,31,1066,150,9,1256
d2f700bbf8d5e3a924d8e9a57a0265419b66df53,7,1152,392,0,1551
d209b92137ac562b75facc78532b6d5ed355e609,12,2175,802,5,2994
ce1552565910080fdd42b171151b2e0fb8ce0ce2,0,0,0,0,0
87eb42584f225dcb70560bab8dcef080e2989c97,31,929,169,7,1136
03b97f8252182783a2aeda9c278e58447488ee5f,11,1775,730,2,2518
11525d4549b1f919e5ed402d72a5a461f70ac3c2,7,1089,182,0,1278
1002461f741cc8593b842a534bb62e64d4a844e1,20,913,129,7,1069
936a7ccbb51678788fa0dd350db2e8eaf4f6a116,0,0,0,0,0
8bc6a9d293e67fd62e15a1d8b005f1e723031510,7,1201,405,0,1613
994d287197bb62095d07d107ec007e784359c587,32,1351,206,8,1597
49ed3b5b656173ec0f5aca3b985161ff64991caf,12,750,196,3,961
30d52b185266e317acb85013223612cbe8c6bf7c,7,488,70,0,565
0a9e317179aa5d6ca2c67f8f0d6aa51235be65ec,7,1261,377,0,1645
7c7804c18dead160d812d582966a9e9dbeb724f6,15,852,122,7,996
e1297b7c96a961254d4dbf1c3806ee0fc0466451,7,504,71,0,582
d08f7c6a2fa629be2e68f63766b7e39be9533c1a,9,2221,735,3,2968
69bffeabd5c0b00111e575ac8e34ec0b25337379,18,857,126,7,1008
db8b05cec47d1d21688eeb58cce0e2763da37549,7,523,72,0,602
561cf11c04d499204182e506e9be0ceb7f480319,0,0,0,0,0
4bfa1f9f7b6c2c2769d49f752d4f8c8e580dd434,0,0,0,0,0
7a2192128660d472cd98bc784f5101b3186ab8e3,12,1167,510,3,1692
da5cdd2714693e999ab45c43f17f90877d49cb03,0,0,0,0,0
3b1d2b95c809d621cda5b8b74ad423997a746e81,9,2152,732,3,2896
2fec8ba07896922ff5722604f03ab760af700771,0,0,0,0,0
a9c7b81e38b9245c925ef2b3a08ba33ba7c714ae,7,1797,568,1,2373
6c79aa97454715cfa7bae80ebca4997fa112fd63,7,1420,449,1,1877
d68aae5534c7aeac567c6291dd32b9af779b3b9c,13,645,110,7,775
7c27258fd709f3ea92d73658601187d2955dc6fc,32,1259,203,8,1502
fa058a0ed42bec94576b7f3a541cc2e4e8c74aa6,9,2181,732,3,2925
3bfa412301760a9b9f311eaba3db2da8b406d7ad,7,499,71,0,577
201018db2a1512dde609aff9afde332158072f3f,29,1055,168,8,1260
970115f1a8bd53302f1cf05bb0f91a6289bcd71e,23,1164,226,10,1423
e16eeb88828c3ac17b95edc911f61854ba5a1548,32,1111,156,9,1308
a0b16697890fb63a213b3fe427265e6df63292b4,30,927,170,8,1135
8d105845e57897c86f0192cd372276e9a092cfbf,13,725,114,7,859
9998fef72c676858da65b1bd1aca8ec195bedb11,29,1044,171,8,1252
5c6d8f7af7b3a91576ec61160c074bea0e2fcfa5,32,1351,185,8,1576
8662ef25648962cadb56165e1ef45046ba4cd679,32,1350,184,8,1574
81d0562f0f11161a4c21036a4e4fd9b62201bcc5,22,1161,223,10,1416
4891bfb36eb54cb71a6a68fb6cc1a0941b113374,7,1214,384,0,1605
aec8b324377a3c29ee9d9d258e23998523fab315,31,1060,146,9,1246
25ac501b3c4e99efcdc821996588a2b26c7d74f4,11,1774,730,2,2517
d5f245aecd9731dff0aa00d77e7fdf5880d8e56f,31,1118,156,7,1312
d63929a401baa04894f7247fa7dd87dee9abd380,33,1098,190,8,1329
3159937b327727c4721c16fd1727d8a3e828b6c8,0,0,0,0,0
d9206fee8749431a58bdb68f2f153b92747fd0b2,6,475,70,0,551
774babed7eaae62e7c35b226c3179becadbb16e7,0,0,0,0,0
3787f0914b1eab6949f8e93b588ebc0da0962ea3,16,853,123,7,999
bb085406bb2cec679f60196d646760de424ddca5,12,580,100,5,697
b301ffded53a05e18fa7f516e4717d0658b5f43c,12,712,114,7,845
33d825f6f6b907b0456d791f1c419059c9db52f9,30,953,176,7,1166
6fa795f76edcd2a8234dd06085a783488b96636e,33,1352,191,9,1585
95c5f0e0bb8fc50b0a5abdd9fd1d919f2d9d3d66,13,733,118,7,871
14caf76ee9a75e829140e89ed952ed099218c528,31,1060,149,9,1249
3653def3570e9cbd493a613c7f136b00bdbb9826,7,1184,397,0,1588
2733516cb9cdad7ac4cef98b819d4d01846e5c66,23,1164,227,10,1424
dcb791dd6e22bc2a5cd8a28f4ea8ca70bbf5d873,18,857,126,7,1008
a904506adf2cebb8b048bd456064498297dd5e51,12,572,100,5,689
d7faf1cc6eea3dfe36dce9858e95e59cd1286061,22,1141,204,10,1377
4d8a061212953fdcbd94098749d14f85add00ab4,23,1164,226,10,1423
fabf0d5579fd98ae59df8113eac27ef74d0ad224,32,1346,206,8,1592
ccf357479695139e49a775eecfbd5a4beee0e53b,32,1350,187,8,1577
3b856f160b7594219b4bd95cbfa7d97f8aa25bc3,12,703,172,3,890
40034f36c381339a701868295dd24950b6204abf,12,958,338,3,1311
72cc13fdf8e64b803106759799761f4b2827588d,32,1105,194,8,1339
3859ef4250fc49e20181852628d9ce5433a1308a,32,1366,183,9,1590
b00460660173dd8865db5eeb852faf05b3289e83,12,1587,692,3,2294
97435ce9f7931cb67788217d913332b8112ad103,15,852,121,7,995
cd383c7ec84f610de33049210b7098b0452b31a0,7,517,71,0,595
ae53ae7df4b9ae4ba21845ca1305b610a541feba,12,1166,497,3,1678
b13cd3cc5cb496a2a0c64ded300d54420973bb4d,33,949,174,7,1163
793b698aa355284729866d99ddb8fb0b891de958,12,1166,504,3,1685
