Commit,HWD,GS,ED,LDV,Total
9c510594bbe89d2b699ec6390a96ef1b300dd4c4,7,344,179,11,541
c466bfd1636421f1d6953b5efe273fbd5b34af47,6,122,31,0,159
1c5147b8c854df4d1a60b6764d042ff6aae380dd,177,266,153,1996,2592
38c43d1a416155cbef69d07a0a653a8fe1ddbfea,3,400,168,15,586
73ae50987b1602d6876dc9837aef830b5a291f94,0,42,5,0,47
66b5fd042522fc58fded09d549b6b12d61ee1cf9,8,1243,789,57,2097
34fed69b3947c30eb25fa419af61e93515347131,4,380,178,13,575
bf590ae0caa4eaec181e77d817f776d92bff4c07,5,465,200,21,691
f8acd7d3a4795fa1e6015897b0fa9ba89aff5146,5,116,32,0,153
0d3cd468155493715efc5118ddfafcdc0b89ae23,4,69,50,0,123
1d7749126571d1c0bcec3a4cc2c4d40a95b49a93,3,390,155,15,563
43f3526ae8675db4c0e2a1ef4d080f525e291d7a,182,273,166,2040,2661
23012efa64ecce6fdeddab9321213eeae7b85e32,4,70,45,0,119
72baa183c599a7aafeec339f34219e4625af485b,5,109,59,2,175
d93370c0ef3598aae3323648f6d310fe282681b9,4,511,234,26,775
c6787dd922341ae49229313988406251128f6cb4,4,378,176,13,571
52d094436d1ff8cb3031924e2b2cf39b993d2e4c,150,174,126,1710,2160
7c701f687f37497aa7f0c99d7c4912afabc0deea,155,150,96,1548,1949
51bac455be9e835f7401b5ec6c1b311578c6b54e,5,637,310,26,978
68aa6d8157f1b531adfe33badbc17c54b47c53d5,6,434,180,18,638
ccf3cd2a7d66a2f0a0777ecde7fcf34df2aaaed2,4,591,258,30,883
9e743087f6c81e5b5512a4c7a0f700b533e05e02,5,127,35,0,167
2537689dfef15fcecf85d7edad0398003fb33619,3,300,152,13,468
530885ac0fbb260397d269c5442749f2ac4620b5,5,785,452,30,1272
da1aeeebcb2a0240471955787c7a82315621e67d,3,121,24,0,148
444307592dbbe0b03659ca35facda5bf9360ddf3,6,125,35,0,166
c0e42064576a6c8266c6ce0f6a40cb3306206738,3,396,165,15,579
c6ff0338cda50c6b275fca3efae56740affc80d0,202,290,181,2268,2941
e6eecd2f753845985c950a346f45ccf07d55b413,4,71,47,0,122
0733a537f6436cb899a66bd820445c80290bd317,147,159,105,1608,2019
bba21ad66d4408a954ae31928417db1ea6665b16,6,439,192,20,657
7c856dcd3e3cf384e141a58b14d6f3cb6058a0d0,6,121,33,0,160
30f8b27bd7032e3dd638115987caad0f651fe65e,6,435,179,18,638
953054a80a4b5ca1905bdec7aa2b17cfefc61e40,201,284,180,2258,2923
9f164d8c974775a882f8a787fd9f507e008bd5f9,5,84,47,0,136
a993c30a099b6f70eb54876f676287d6736b37a9,6,436,187,18,647
aa67491aa11826cdd689a14355400588702df71a,5,729,395,28,1157
805c7ad99f5dc738a1e18b47f2e142502dcb37e0,6,117,30,0,153
a814c3a581643f8e60d9b98949863e11634da3ee,150,144,98,1227,1619
9a08f15649772b1a1aa9bcaeceab962236489f15,5,511,234,26,776
e3ba9df81347c7264873e557573e868ed2affa7a,3,321,158,13,495
572728b90b7c04b380665dee24a251cc27eae1af,7,1030,662,44,1743
7be36544a60c1894d2773f25bf0de27dcdaf7ab9,3,121,26,0,150
7879c9b9712ff8cfb8abef2c260c65085d73b8ea,4,71,46,0,121
f95ce28dac04001ac0d18d79c4ba241653cb6900,144,153,99,1542,1938
b6a73feffa4c7d004baacc800f05aa4e9db32bbd,0,70,6,0,76
254fff66ffc16ebed7e82bd1f4af602840879c39,5,127,35,0,167
9ac76ff218e0df7c9790a7d4c2ff18b1174e8cb5,5,119,60,2,186
edffc05881cef509a636497fcf3e47ce02f8544e,183,273,166,2045,2667
486ea1cc447f8a4a8bb35de4caca9b689758d8c3,5,71,43,0,119
bad906faa9aa7d0d63906e5e8b88d3c3b79a5a85,155,150,96,1547,1948
e7fc0d9965cd508907d0723bdca01c6eb179c079,4,447,202,17,670
b40621f07f8d70d3916b3469d7d3729cd96528a3,3,366,177,13,559
f5838f2f878798ddcbb327676b5135ca2eb7d1c7,5,127,35,0,167
adc6dde6585d67fcb474643bf154d2c633049396,5,127,36,0,168
51c04b049f0e51d345693b70d4a49659ae751efa,3,121,26,0,150
3fb735109142c80adf6e37ddbe6874f9e05438fd,5,124,63,2,194
7c5b101e13fe591e74c090dacbc5e55f1ebd72de,5,791,460,32,1288
c8d13632398ce5bcbe04f9a8ae4e757a326d251a,5,428,173,18,624
96a58ecd30205b4e417b91ab02124245d281ba3d,3,302,148,13,466
eb13763f46645d945a83f8b5ac8d7f9b95a85f1c,146,164,123,1694,2127
0e8db80ed55ed592f4ab5cacdf5a3a83ecd517c3,148,168,112,1681,2109
bc2c9e9257b7afe96de5b5fd73e15cc0a74a73d3,4,585,257,27,873
6746d67c989f836cdf8c109cedc3e806279e89dd,3,400,154,15,572
21ed26428d23fb5da19b78dd5cfd4fddc4539eff,3,402,174,15,594
a7669bcfbac14f013b7d4ca368cc5503de30ccc1,0,0,0,0,0
72576f5ce834a636526a4f3f38b807579a65e93e,3,121,25,0,149
ad97147b6b487f70cc2186b3dce0bb2ec42c8320,34,279,169,243,725
330e8e7683e1dcad123beaa6bf83c4c23235ba63,7,650,296,26,979
9c7dfc5d4dd14eda823b1b2b8bb8cd433c723f71,0,42,5,0,47
cdf4b5a5bb1e12de6ea23ba2fa6339a0d99f64e3,3,367,188,13,571
ef7a4c2c84672c6aa00ddc680b4b148501e266be,147,150,100,1481,1878
66a3e14e09dbc86124d2491168f851ea590c80cc,3,383,182,13,581
d0d4c2682864794cba6a4ba43cc4671c3136327f,5,118,31,0,154
ebe8d743725381aa39828a95a26d784a31552ad6,155,190,129,1771,2245
d2b7042275815d365f4d872871705bab9ea82772,4,386,181,13,584
229dd058fc89ca6bded448cb6067c6afc8e64aca,177,264,157,1996,2594
2183f4cc63fbd05420d4645f66fb0ea50c2dacea,5,361,174,11,551
55ee9c9d1c37172bb1429f80570132c58bd9cfcd,5,674,336,26,1041
80f1ea8ffc6055f5c869c78f2277572f0df45bb7,7,330,175,11,523
74728fbb811912a917811be8cd2d0ebb727aa852,192,279,178,2194,2843
1f516affda6ff5ba91d6590262163b310971067d,4,386,204,14,608
b3931683f3bad2064a2018284cd1ec07ed988d35,5,116,32,0,153
69344462385fe5b01d0295b6b9f28ec8568aea96,148,165,111,1660,2084
3bee6e603e4201549a35191d4715fed90e952730,4,101,23,0,128
9c9feba9a669e6a1a0166ea17ea67597942419af,2,96,12,0,110
6de20ba1ba1f7c7ae9638153efec352ef86322cd,144,153,98,1537,1932
3fa55515cbb817b21c48b4430fd7e99464c728c7,3,121,26,0,150
1e2f743bb732b0122dd92000d6a145329395a657,7,1238,805,56,2106
41c41d525aaeb61ad8cac39129b1ccee384cbe3d,5,124,63,2,194
811a95e8dc6c9e777e8e22fafd3068eb297be77e,5,127,35,0,167
c6ee15ef0eb47cd352c237112af211b8cedb4f55,0,68,6,0,74
3690d312f73773f885794ee4e3e8e7a721aa42cc,3,360,173,13,549
f005b9f3b7b655a6f15f555794c3d53d2731a0b1,4,585,257,27,873
5f451888cf4b9a607185cecd642ace8337df8082,0,42,5,0,47
5bdb35f2d6a85a6dc123cb0a8839b5729e6fae30,5,768,435,29,1237
53971d4021fffc2f55292fb111a49bd295e2d8e4,153,190,129,1769,2241
f0a45113662632db0efabbf42ee85fdb936a54bc,6,122,32,0,160
cb90e237f502340c100ffe42000721a0de7b77e0,4,371,176,13,564
be760ccf42d690ad12ce278007c4202198cce4a6,144,137,88,1190,1559
ae528d01fde6bdbf968bdeecc3848907aea226ea,4,387,181,13,585
66cd9460d1139c8bc00d6554290b1b69e096ba2c,4,130,62,3,199
0b1d954126786283065b7b22dec4f58cf89a83ca,6,431,184,18,639
a3b70eac07bd8e21fe41bee594a05b59edaf4f5e,6,410,212,13,641
9dfff7ec9774aeca64a8e5f86f8c1372d1a851ff,3,390,170,15,578
f5483ea435caf30a4d008dd12a660e603796e705,3,401,168,15,587
9b0fb541211f25449850f52cf301568b2d2b9247,161,214,136,1940,2451
e7c283e2247e027322e12e1f9874a3a20c56c095,149,184,127,1724,2184
304612a650fc749aabdf42e3b3400fe653b5b6bc,170,273,153,1983,2579
a35d1a64bf2b6559070f99a8584f6e19e2b1d196,5,69,42,0,116
d08fb037c7866da1d83160414ed42d09c680a66a,10,1302,866,57,2235
4e7fc47089d449ab0bf8be2e8da556338d828a93,0,42,5,0,47
16eacb277ebaca85eea315c6c9ce55168558f074,6,405,217,13,641
659c11e37b3fbcd2b1515b7c4239711bbb82e0f8,8,1254,799,57,2118
e4eb016dc842a538b0ef733087273cd2ab1c44ab,4,374,174,13,565
b16c7a6e8f8cd155da78d500f2ea29a7bcce6b8a,183,273,166,2051,2673
ee30ea79007ff1260ca0e66f594ca5a87d48c8d6,4,522,236,26,788
fdeddf6b8370392d2433347565cfc101b4b9dfb5,5,71,43,0,119
2c775be06f330079dba84fe2fb467c76312c16ea,4,771,437,30,1242
85b8210697898f1c1ab2edb0d849c94b71fa052a,5,127,35,0,167
eafb308b1698bd83aaf42b612ddcfaa20ce6e125,5,638,314,26,983
a4e0da748fb91507895619c98df0dace2df86af5,3,404,174,15,596
1252cf2af5b66f757a2942dc559cac21b5d108ad,7,653,300,26,986
82485180907889e3a0e64fb4de57d9e5f94a8c85,177,264,157,1996,2594
edb5dae7edb2ac0e13c5971bffcebf64c991b0c7,4,771,445,30,1250
222f4161bcb5807386f08f1a05e812d046a2dbfc,5,795,469,32,1301
d7560917035d9fee288ce25c84892f65e2406cb8,5,120,61,2,188
9330d60417c071029fcedc50476882b400e78f53,4,512,234,26,776
857da116570daf586d95452aea98aaab7ec0ad79,0,0,0,0,0
b99dd3c169019113e08b707d1d6bd0c1147d5972,4,385,208,13,610
1f1c7b3b940020cad09fa223f31ff1d9dcc67586,6,842,527,33,1408
3159b4bbeb4a8b4d510f9bf1876085bb6ecf3f30,5,668,338,26,1037
b39820ff29b833d9bdb4c3641012d59e7fbacc46,6,117,30,0,153
85e1ff9c339443de48d5fdaff396bff83929a7b5,4,591,258,30,883
6e144f9e81b350eff6e1cb0eed96c7eaeefd2561,144,137,88,1190,1559
f6dadc6e9cc1ce5a59ed0601963611124f587e16,150,190,129,1722,2191
9434d1b81ad7d3a2ab9b54653dfba46c107ad2a5,151,220,143,1936,2450
0199170782a9878c9bfaa682ee8269a22bd1c512,3,367,184,13,567
424ffde02c37742a5a532fa3ef67a3fa1328fab1,4,74,47,0,125
9664d28516852277927ae6939d71c47b16d1bd23,3,400,168,15,586
6ecdcf2ca66f8be66a084bacff0a2db9bb3c7f88,188,279,178,2191,2836
baaca13b06700bdf64ad5dce6c9b4786577cd1cc,5,119,61,2,187
20b25e454a957c5a57a59997e64026fab8cd91a0,151,220,143,1936,2450
ecbed17752f50d8fd401cca39bf525c4e03a44d5,6,1179,766,51,2002
c23cccc41d69c94db89048257125e6cd58a8d71c,5,121,31,0,157
bdb9d1939479da96f03bbee9819577b1a3ed3f9a,8,1298,862,57,2225
