Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
spring-projects_spring-integration-aws,org.springframework.integration.aws.inbound,SnsInboundChannelAdapter,send,Long Statement,The length of the statement "messageToSendBuilder=getMessageBuilderFactory().withPayload(this.payloadExpression.getValue(this.evaluationContext`message)).copyHeaders(message.getHeaders());" is 159.,123
spring-projects_spring-integration-aws,org.springframework.integration.aws.inbound,SnsInboundChannelAdapter,send,Long Statement,The length of the statement "messageToSendBuilder.setHeader(AwsHeaders.SNS_MESSAGE_TYPE`type).setHeader(AwsHeaders.MESSAGE_ID`payload.get("MessageId"));" is 123.,123
spring-projects_spring-integration-aws,org.springframework.integration.aws.inbound,KinesisMessageDrivenChannelAdapterTests,testKinesisMessageDrivenChannelAdapter,Long Identifier,The length of the field kinesisMessageDrivenChannelAdapter is 34.,120
spring-projects_spring-integration-aws,org.springframework.integration.aws.inbound,KinesisMessageDrivenChannelAdapterTests,testKinesisMessageDrivenChannelAdapter,Long Statement,The length of the statement "final Set<KinesisShardOffset> shardOffsets=TestUtils.getPropertyValue(this.kinesisMessageDrivenChannelAdapter`"shardOffsets"`Set.class);" is 136.,120
spring-projects_spring-integration-aws,org.springframework.integration.aws.inbound,KinesisMessageDrivenChannelAdapterTests,testKinesisMessageDrivenChannelAdapter,Long Statement,The length of the statement "Map<KinesisShardOffset`?> shardConsumers=TestUtils.getPropertyValue(this.kinesisMessageDrivenChannelAdapter`"shardConsumers"`Map.class);" is 136.,120
spring-projects_spring-integration-aws,org.springframework.integration.aws.inbound,KinesisMessageDrivenChannelAdapterTests,testKinesisMessageDrivenChannelAdapter,Long Statement,The length of the statement "Map<?`?> forLocking=TestUtils.getPropertyValue(this.kinesisMessageDrivenChannelAdapter`"shardConsumerManager.locks"`Map.class);" is 127.,120
spring-projects_spring-integration-aws,org.springframework.integration.aws.inbound,KinesisMessageDrivenChannelAdapterTests,testKinesisMessageDrivenChannelAdapter,Long Statement,The length of the statement "final List consumerInvokers=TestUtils.getPropertyValue(this.kinesisMessageDrivenChannelAdapter`"consumerInvokers"`List.class);" is 126.,120
spring-projects_spring-integration-aws,org.springframework.integration.aws.inbound,KinesisMessageDrivenChannelAdapterTests,testKinesisMessageDrivenChannelAdapter,Long Statement,The length of the statement "await().untilAsserted(() -> assertThat(this.checkpointStore.get("SpringIntegration" + ":" + STREAM1 + ":"+ "1")).isEqualTo("2"));" is 129.,120
spring-projects_spring-integration-aws,org.springframework.integration.aws.inbound,KinesisMessageDrivenChannelAdapterTests,testKinesisMessageDrivenChannelAdapter,Long Statement,The length of the statement "assertThat(TestUtils.getPropertyValue(this.kinesisMessageDrivenChannelAdapter`"consumerInvokers"`List.class)).hasSize(2);" is 121.,120
spring-projects_spring-integration-aws,org.springframework.integration.aws.inbound,KinesisMessageDrivenChannelAdapterTests,testKinesisMessageDrivenChannelAdapter,Long Statement,The length of the statement "await().untilAsserted(() -> assertThat(this.checkpointStore.get("SpringIntegration" + ":" + STREAM1 + ":"+ "1")).isEqualTo("3"));" is 129.,120
spring-projects_spring-integration-aws,org.springframework.integration.aws.inbound,KinesisMessageDrivenChannelAdapterTests,testKinesisMessageDrivenChannelAdapter,Magic Number,The method contains a magic number: 10000,120
spring-projects_spring-integration-aws,org.springframework.integration.aws.inbound,KinesisMessageDrivenChannelAdapterTests,testKinesisMessageDrivenChannelAdapter,Magic Number,The method contains a magic number: 10000,120
spring-projects_spring-integration-aws,org.springframework.integration.aws.inbound,KinesisMessageDrivenChannelAdapterTests,testKinesisMessageDrivenChannelAdapter,Magic Number,The method contains a magic number: 10,120
spring-projects_spring-integration-aws,org.springframework.integration.aws.inbound,KinesisMessageDrivenChannelAdapterTests,testKinesisMessageDrivenChannelAdapter,Magic Number,The method contains a magic number: 10000,120
spring-projects_spring-integration-aws,org.springframework.integration.aws.inbound,KinesisMessageDrivenChannelAdapterTests,testKinesisMessageDrivenChannelAdapter,Magic Number,The method contains a magic number: 2,120
spring-projects_spring-integration-aws,org.springframework.integration.aws.inbound,KinesisMessageDrivenChannelAdapterTests,testKinesisMessageDrivenChannelAdapter,Magic Number,The method contains a magic number: 10000,120
spring-projects_spring-integration-aws,org.springframework.integration.aws.inbound,KinesisMessageDrivenChannelAdapterTests,testKinesisMessageDrivenChannelAdapter,Magic Number,The method contains a magic number: 3,120
spring-projects_spring-integration-aws,org.springframework.integration.aws.inbound,KinesisMessageDrivenChannelAdapterTests,testKinesisMessageDrivenChannelAdapter,Magic Number,The method contains a magic number: 10000,120
spring-projects_spring-integration-aws,org.springframework.integration.aws.inbound,KinesisMessageDrivenChannelAdapterTests,testKinesisMessageDrivenChannelAdapter,Magic Number,The method contains a magic number: 2,120
spring-projects_spring-integration-aws,org.springframework.integration.aws.inbound,KinesisMessageDrivenChannelAdapterTests,testResharding,Long Statement,The length of the statement "assertThat(this.reshardingCheckpointStore.get("SpringIntegration:streamForResharding:closedEmptyShard5")).isEqualTo("50");" is 122.,248
spring-projects_spring-integration-aws,org.springframework.integration.aws.inbound,KinesisMessageDrivenChannelAdapterTests,testResharding,Long Statement,The length of the statement "assertThat(kinesisShardEndedEvent).isNotNull().extracting(KinesisShardEndedEvent::getShardKey).isEqualTo("SpringIntegration:streamForResharding:closedEmptyShard5");" is 164.,248
spring-projects_spring-integration-aws,org.springframework.integration.aws.inbound,KinesisMessageDrivenChannelAdapterTests,testResharding,Magic Number,The method contains a magic number: 10000,248
spring-projects_spring-integration-aws,org.springframework.integration.aws.inbound,KinesisMessageDrivenChannelAdapterTests,testResharding,Magic Number,The method contains a magic number: 4,248
spring-projects_spring-integration-aws,org.springframework.integration.aws.inbound,KinesisMessageDrivenChannelAdapterTests,testResharding,Magic Number,The method contains a magic number: 100,248
spring-projects_spring-integration-aws,org.springframework.integration.aws.inbound,KinesisMessageDrivenChannelAdapterTests,testResharding,Magic Number,The method contains a magic number: 100,248
spring-projects_spring-integration-aws,org.springframework.integration.aws.inbound,KinesisMessageDrivenChannelAdapterTests,testResharding,Magic Number,The method contains a magic number: 100,248
spring-projects_spring-integration-aws,org.springframework.integration.aws.inbound,SqsMessageDrivenChannelAdapterTests,testSqsMessageDrivenChannelAdapter,Empty catch clause,The method has an empty catch block.,71
spring-projects_spring-integration-aws,org.springframework.integration.aws.inbound,SqsMessageDrivenChannelAdapterTests,testSqsMessageDrivenChannelAdapter,Long Identifier,The length of the field sqsMessageDrivenChannelAdapter is 30.,71
spring-projects_spring-integration-aws,org.springframework.integration.aws.inbound,SqsMessageDrivenChannelAdapterTests,testSqsMessageDrivenChannelAdapter,Long Statement,The length of the statement "assertThat(TestUtils.getPropertyValue(this.sqsMessageDrivenChannelAdapter`"listenerContainer.queueStopTimeout")).isEqualTo(20000L);" is 131.,71
spring-projects_spring-integration-aws,org.springframework.integration.aws.inbound,SqsMessageDrivenChannelAdapterTests,testSqsMessageDrivenChannelAdapter,Long Statement,The length of the statement "assertThatThrownBy(() -> this.controlBusInput.send(new GenericMessage<>("@sqsMessageDrivenChannelAdapter.start('foo')"))).hasCauseExactlyInstanceOf(IllegalArgumentException.class).hasMessageContaining("Queue with name 'foo' does not exist");" is 241.,71
spring-projects_spring-integration-aws,org.springframework.integration.aws.inbound,SqsMessageDrivenChannelAdapterTests,testSqsMessageDrivenChannelAdapter,Magic Number,The method contains a magic number: 20000L,71
spring-projects_spring-integration-aws,org.springframework.integration.aws.inbound,SqsMessageDrivenChannelAdapterTests,testSqsMessageDrivenChannelAdapter,Magic Number,The method contains a magic number: 1000,71
spring-projects_spring-integration-aws,org.springframework.integration.aws.inbound,SqsMessageDrivenChannelAdapterTests,testSqsMessageDrivenChannelAdapter,Magic Number,The method contains a magic number: 1000,71
spring-projects_spring-integration-aws,org.springframework.integration.aws.inbound,SqsMessageDrivenChannelAdapterTests,testSqsMessageDrivenChannelAdapter,Magic Number,The method contains a magic number: 1000,71
spring-projects_spring-integration-aws,org.springframework.integration.aws.inbound,SqsMessageDrivenChannelAdapterTests,testSqsMessageDrivenChannelAdapter,Magic Number,The method contains a magic number: 1000,71
spring-projects_spring-integration-aws,org.springframework.integration.aws.inbound,S3InboundChannelAdapterTests,testS3InboundChannelAdapter,Long Statement,The length of the statement "assertThat(message.getHeaders()).containsKeys(FileHeaders.REMOTE_DIRECTORY`FileHeaders.REMOTE_HOST_PORT`FileHeaders.REMOTE_FILE);" is 129.,118
spring-projects_spring-integration-aws,org.springframework.integration.aws.inbound,S3InboundChannelAdapterTests,testS3InboundChannelAdapter,Magic Number,The method contains a magic number: 10000,118
spring-projects_spring-integration-aws,org.springframework.integration.aws.inbound,S3InboundChannelAdapterTests,testS3InboundChannelAdapter,Magic Number,The method contains a magic number: 10000,118
spring-projects_spring-integration-aws,org.springframework.integration.aws.inbound,S3InboundChannelAdapterTests,testS3InboundChannelAdapter,Magic Number,The method contains a magic number: 10,118
spring-projects_spring-integration-aws,org.springframework.integration.aws.inbound,S3StreamingChannelAdapterTests,testS3InboundStreamingChannelAdapter,Long Statement,The length of the statement "assertThat(message.getHeaders()).containsKeys(FileHeaders.REMOTE_DIRECTORY`FileHeaders.REMOTE_HOST_PORT`FileHeaders.REMOTE_FILE);" is 129.,109
spring-projects_spring-integration-aws,org.springframework.integration.aws.inbound,S3StreamingChannelAdapterTests,testS3InboundStreamingChannelAdapter,Magic Number,The method contains a magic number: 10000,109
spring-projects_spring-integration-aws,org.springframework.integration.aws.inbound,S3StreamingChannelAdapterTests,testS3InboundStreamingChannelAdapter,Magic Number,The method contains a magic number: 10000,109
spring-projects_spring-integration-aws,org.springframework.integration.aws.inbound,S3StreamingChannelAdapterTests,testS3InboundStreamingChannelAdapter,Magic Number,The method contains a magic number: 10,109
spring-projects_spring-integration-aws,org.springframework.integration.aws.inbound,SnsInboundChannelAdapterTests,testSubscriptionConfirmation,Long Statement,The length of the statement "this.mockMvc.perform(post("/mySampleTopic").header("x-amz-sns-message-type"`"SubscriptionConfirmation").contentType(MediaType.APPLICATION_JSON).content(StreamUtils.copyToByteArray(this.subscriptionConfirmation.getInputStream()))).andExpect(status().isNoContent());" is 264.,85
spring-projects_spring-integration-aws,org.springframework.integration.aws.inbound,SnsInboundChannelAdapterTests,testSubscriptionConfirmation,Magic Number,The method contains a magic number: 10000,85
spring-projects_spring-integration-aws,org.springframework.integration.aws.inbound,SnsInboundChannelAdapterTests,testNotification,Long Statement,The length of the statement "this.mockMvc.perform(post("/mySampleTopic").header("x-amz-sns-message-type"`"Notification").contentType(MediaType.TEXT_PLAIN).content(StreamUtils.copyToByteArray(this.notificationMessage.getInputStream()))).andExpect(status().isNoContent());" is 241.,107
spring-projects_spring-integration-aws,org.springframework.integration.aws.inbound,SnsInboundChannelAdapterTests,testNotification,Magic Number,The method contains a magic number: 10000,107
spring-projects_spring-integration-aws,org.springframework.integration.aws.inbound,SnsInboundChannelAdapterTests,testUnsubscribe,Long Statement,The length of the statement "this.mockMvc.perform(post("/mySampleTopic").header("x-amz-sns-message-type"`"UnsubscribeConfirmation").contentType(MediaType.TEXT_PLAIN).content(StreamUtils.copyToByteArray(this.unsubscribeConfirmation.getInputStream()))).andExpect(status().isNoContent());" is 256.,124
spring-projects_spring-integration-aws,org.springframework.integration.aws.inbound,SnsInboundChannelAdapterTests,testUnsubscribe,Magic Number,The method contains a magic number: 10000,124
spring-projects_spring-integration-aws,org.springframework.integration.aws.inbound.kinesis,KinesisMessageHeaderErrorMessageStrategy,buildErrorMessage,Long Statement,The length of the statement "Map<String`Object> headers=context == null ? new HashMap<>() : Collections.singletonMap(AwsHeaders.RAW_RECORD`context.getAttribute(AwsHeaders.RAW_RECORD));" is 155.,40
spring-projects_spring-integration-aws,org.springframework.integration.aws.inbound.kinesis,KinesisShardOffset,toShardIteratorRequest,Long Statement,The length of the statement "Assert.state(this.stream != null && this.shard != null`"'stream' and 'shard' must not be null for conversion to the GetShardIteratorRequest.");" is 143.,114
spring-projects_spring-integration-aws,org.springframework.integration.aws.inbound.kinesis,KinesisShardOffset,toShardIteratorRequest,Long Statement,The length of the statement "return new GetShardIteratorRequest().withStreamName(this.stream).withShardId(this.shard).withShardIteratorType(this.iteratorType).withStartingSequenceNumber(this.sequenceNumber).withTimestamp(this.timestamp);" is 208.,114
spring-projects_spring-integration-aws,org.springframework.integration.aws.inbound.kinesis,KinesisShardOffset,toString,Long Statement,The length of the statement "return "KinesisShardOffset{" + "iteratorType=" + this.iteratorType + "` sequenceNumber='"+ this.sequenceNumber+ '\''+ "` timestamp="+ this.timestamp+ "` stream='"+ this.stream+ '\''+ "` shard='"+ this.shard+ '\''+ "` reset="+ this.reset+ '}';" is 242.,139
spring-projects_spring-integration-aws,org.springframework.integration.aws.inbound.kinesis,KclMessageDrivenChannelAdapter,KclMessageDrivenChannelAdapter,Long Statement,The length of the statement "this(streams`AmazonKinesisClientBuilder.defaultClient()`AmazonCloudWatchClientBuilder.defaultClient()`AmazonDynamoDBClientBuilder.defaultClient()`new DefaultAWSCredentialsProviderChain());" is 188.,145
spring-projects_spring-integration-aws,org.springframework.integration.aws.inbound.kinesis,KclMessageDrivenChannelAdapter,KclMessageDrivenChannelAdapter,Long Statement,The length of the statement "this(streams`AmazonKinesisClient.builder().withRegion(region).build()`AmazonCloudWatchClient.builder().withRegion(region).build()`AmazonDynamoDBClient.builder().withRegion(region).build()`new DefaultAWSCredentialsProviderChain());" is 230.,150
spring-projects_spring-integration-aws,org.springframework.integration.aws.inbound.kinesis,KclMessageDrivenChannelAdapter,KclMessageDrivenChannelAdapter,Long Identifier,The length of the parameter kinesisProxyCredentialsProvider is 31.,156
spring-projects_spring-integration-aws,org.springframework.integration.aws.inbound.kinesis,KclMessageDrivenChannelAdapter,KclMessageDrivenChannelAdapter,Long Identifier,The length of the field kinesisProxyCredentialsProvider is 31.,156
spring-projects_spring-integration-aws,org.springframework.integration.aws.inbound.kinesis,KclMessageDrivenChannelAdapter,KclMessageDrivenChannelAdapter,Long Parameter List,The method has 5 parameters. ,156
spring-projects_spring-integration-aws,org.springframework.integration.aws.inbound.kinesis,KclMessageDrivenChannelAdapter,KclMessageDrivenChannelAdapter,Long Statement,The length of the statement "this(kinesisClientLibConfiguration`AmazonKinesisClientBuilder.defaultClient()`AmazonCloudWatchClientBuilder.defaultClient()`AmazonDynamoDBClientBuilder.defaultClient());" is 169.,171
spring-projects_spring-integration-aws,org.springframework.integration.aws.inbound.kinesis,KclMessageDrivenChannelAdapter,KclMessageDrivenChannelAdapter,Long Identifier,The length of the field kinesisProxyCredentialsProvider is 31.,178
spring-projects_spring-integration-aws,org.springframework.integration.aws.inbound.kinesis,KclMessageDrivenChannelAdapter,setConsumerGroup,Long Statement,The length of the statement "Assert.isNull(this.config`"'consumerGroup' must be configured as an application name " + "on the provided KinesisClientLibConfiguration");" is 138.,198
spring-projects_spring-integration-aws,org.springframework.integration.aws.inbound.kinesis,KclMessageDrivenChannelAdapter,setStreamInitialSequence,Long Statement,The length of the statement "Assert.isNull(this.config`"'streamInitialSequence' must be configured as an 'initialPositionInStream' " + "on the provided KinesisClientLibConfiguration");" is 155.,218
spring-projects_spring-integration-aws,org.springframework.integration.aws.inbound.kinesis,KclMessageDrivenChannelAdapter,setIdleBetweenPolls,Long Statement,The length of the statement "Assert.isNull(this.config`"'idleBetweenPolls' must be configured as an 'idleTimeBetweenReadsInMillis' " + "on the provided KinesisClientLibConfiguration");" is 155.,225
spring-projects_spring-integration-aws,org.springframework.integration.aws.inbound.kinesis,KclMessageDrivenChannelAdapter,setIdleBetweenPolls,Magic Number,The method contains a magic number: 250,225
spring-projects_spring-integration-aws,org.springframework.integration.aws.inbound.kinesis,KclMessageDrivenChannelAdapter,setConsumerBackoff,Long Statement,The length of the statement "Assert.isNull(this.config`"'consumerBackoff' must be configured as an 'taskBackoffTimeMillis' " + "on the provided KinesisClientLibConfiguration");" is 147.,231
spring-projects_spring-integration-aws,org.springframework.integration.aws.inbound.kinesis,KclMessageDrivenChannelAdapter,setConsumerBackoff,Magic Number,The method contains a magic number: 1000,231
spring-projects_spring-integration-aws,org.springframework.integration.aws.inbound.kinesis,KclMessageDrivenChannelAdapter,onInit,Long Identifier,The length of the field kinesisProxyCredentialsProvider is 31.,286
spring-projects_spring-integration-aws,org.springframework.integration.aws.inbound.kinesis,KclMessageDrivenChannelAdapter,onInit,Long Identifier,The length of the field DEFAULT_LEASE_CLEANUP_INTERVAL_MILLIS is 37.,286
spring-projects_spring-integration-aws,org.springframework.integration.aws.inbound.kinesis,KclMessageDrivenChannelAdapter,onInit,Long Identifier,The length of the field DEFAULT_COMPLETED_LEASE_CLEANUP_THRESHOLD_MILLIS is 48.,286
spring-projects_spring-integration-aws,org.springframework.integration.aws.inbound.kinesis,KclMessageDrivenChannelAdapter,onInit,Long Identifier,The length of the field DEFAULT_GARBAGE_LEASE_CLEANUP_THRESHOLD_MILLIS is 46.,286
spring-projects_spring-integration-aws,org.springframework.integration.aws.inbound.kinesis,KclMessageDrivenChannelAdapter,onInit,Long Statement,The length of the statement "this.config=new KinesisClientLibConfiguration(this.consumerGroup`this.stream`null`null`this.streamInitialSequence`this.kinesisProxyCredentialsProvider`null`null`KinesisClientLibConfiguration.DEFAULT_FAILOVER_TIME_MILLIS`this.workerId`KinesisClientLibConfiguration.DEFAULT_MAX_RECORDS`this.idleBetweenPolls`false`KinesisClientLibConfiguration.DEFAULT_PARENT_SHARD_POLL_INTERVAL_MILLIS`KinesisClientLibConfiguration.DEFAULT_SHARD_SYNC_INTERVAL_MILLIS`KinesisClientLibConfiguration.DEFAULT_CLEANUP_LEASES_UPON_SHARDS_COMPLETION`new ClientConfiguration()`new ClientConfiguration()`new ClientConfiguration()`this.consumerBackoff`KinesisClientLibConfiguration.DEFAULT_METRICS_BUFFER_TIME_MILLIS`KinesisClientLibConfiguration.DEFAULT_METRICS_MAX_QUEUE_SIZE`KinesisClientLibConfiguration.DEFAULT_VALIDATE_SEQUENCE_NUMBER_BEFORE_CHECKPOINTING`null`KinesisClientLibConfiguration.DEFAULT_SHUTDOWN_GRACE_MILLIS`KinesisClientLibConfiguration.DEFAULT_DDB_BILLING_MODE`new SimpleRecordsFetcherFactory()`DEFAULT_LEASE_CLEANUP_INTERVAL_MILLIS`DEFAULT_COMPLETED_LEASE_CLEANUP_THRESHOLD_MILLIS`DEFAULT_GARBAGE_LEASE_CLEANUP_THRESHOLD_MILLIS);" is 1123.,286
spring-projects_spring-integration-aws,org.springframework.integration.aws.inbound.kinesis,KclMessageDrivenChannelAdapter,doStart,Long Statement,The length of the statement "logger.warn("The 'checkpointMode' is overridden from [CheckpointMode.record] to [CheckpointMode.batch] " + "because it does not make sense in case of [ListenerMode.batch].");" is 174.,327
spring-projects_spring-integration-aws,org.springframework.integration.aws.inbound.kinesis,KclMessageDrivenChannelAdapter,doStart,Long Statement,The length of the statement "this.scheduler=new Worker.Builder().kinesisClient(this.kinesisClient).dynamoDBClient(this.dynamoDBClient).cloudWatchClient(this.cloudWatchClient).recordProcessorFactory(this.recordProcessorFactory).execService(new ExecutorServiceAdapter(this.executor)).config(this.config).build();" is 281.,327
spring-projects_spring-integration-aws,org.springframework.integration.aws.inbound.kinesis,KinesisMessageDrivenChannelAdapter,KinesisMessageDrivenChannelAdapter,Long Statement,The length of the statement "Assert.isTrue(StringUtils.hasText(shardOffset.getStream()) && StringUtils.hasText(shardOffset.getShard())`"The 'shardOffsets' must be provided with particular 'stream' and 'shard' values.");" is 190.,193
spring-projects_spring-integration-aws,org.springframework.integration.aws.inbound.kinesis,KinesisMessageDrivenChannelAdapter,setDispatcherExecutor,Long Identifier,The length of the field dispatcherExecutorExplicitlySet is 31.,231
spring-projects_spring-integration-aws,org.springframework.integration.aws.inbound.kinesis,KinesisMessageDrivenChannelAdapter,setRecordsLimit,Magic Number,The method contains a magic number: 10000,269
spring-projects_spring-integration-aws,org.springframework.integration.aws.inbound.kinesis,KinesisMessageDrivenChannelAdapter,setConsumerBackoff,Magic Number,The method contains a magic number: 1000,279
spring-projects_spring-integration-aws,org.springframework.integration.aws.inbound.kinesis,KinesisMessageDrivenChannelAdapter,setDescribeStreamBackoff,Magic Number,The method contains a magic number: 1000,283
spring-projects_spring-integration-aws,org.springframework.integration.aws.inbound.kinesis,KinesisMessageDrivenChannelAdapter,setIdleBetweenPolls,Magic Number,The method contains a magic number: 250,319
spring-projects_spring-integration-aws,org.springframework.integration.aws.inbound.kinesis,KinesisMessageDrivenChannelAdapter,onInit,Long Statement,The length of the statement "this.consumerExecutor=Executors.newCachedThreadPool(new CustomizableThreadFactory((componentName == null ? "" : componentName) + "-kinesis-consumer-"));" is 152.,368
spring-projects_spring-integration-aws,org.springframework.integration.aws.inbound.kinesis,KinesisMessageDrivenChannelAdapter,onInit,Long Statement,The length of the statement "this.dispatcherExecutor=Executors.newCachedThreadPool(new CustomizableThreadFactory((componentName == null ? "" : componentName) + "-kinesis-dispatcher-"));" is 156.,368
spring-projects_spring-integration-aws,org.springframework.integration.aws.inbound.kinesis,KinesisMessageDrivenChannelAdapter,destroy,Long Identifier,The length of the field dispatcherExecutorExplicitlySet is 31.,394
spring-projects_spring-integration-aws,org.springframework.integration.aws.inbound.kinesis,KinesisMessageDrivenChannelAdapter,restartShardConsumerForOffset,Long Statement,The length of the statement "Assert.isTrue(this.shardOffsets.contains(shardOffset)`"The [" + KinesisMessageDrivenChannelAdapter.this + "] doesn't operate shard ["+ shardOffset.getShard()+ "] for stream ["+ shardOffset.getStream()+ "]");" is 207.,463
spring-projects_spring-integration-aws,org.springframework.integration.aws.inbound.kinesis,KinesisMessageDrivenChannelAdapter,doStart,Long Statement,The length of the statement "logger.warn("The 'checkpointMode' is overridden from [CheckpointMode.record] to [CheckpointMode.batch] " + "because it does not make sense in case of [ListenerMode.batch].");" is 174.,499
spring-projects_spring-integration-aws,org.springframework.integration.aws.inbound.kinesis,KinesisMessageDrivenChannelAdapter,readShardList,Long Statement,The length of the statement "logger.info(() -> "Got LimitExceededException when listing stream [" + stream + "]. "+ "Backing off for ["+ this.describeStreamBackoff+ "] millis.");" is 149.,553
spring-projects_spring-integration-aws,org.springframework.integration.aws.inbound.kinesis,KinesisMessageDrivenChannelAdapter,populateShardsForStreams,Long Statement,The length of the statement "throw new IllegalStateException("The [ " + KinesisMessageDrivenChannelAdapter.this + "] could not start during timeout: "+ this.startTimeout);" is 142.,602
spring-projects_spring-integration-aws,org.springframework.integration.aws.inbound.kinesis,KinesisMessageDrivenChannelAdapter,populateShardsForStreams,Long Statement,The length of the statement "throw new IllegalStateException("The [ " + KinesisMessageDrivenChannelAdapter.this + "] has been interrupted from start.");" is 123.,602
spring-projects_spring-integration-aws,org.springframework.integration.aws.inbound.kinesis,KinesisMessageDrivenChannelAdapter,detectShardsToConsume,Long Statement,The length of the statement "boolean skipClosedAndExhaustedShard=checkpoint != null && new BigInteger(endingSequenceNumber).compareTo(new BigInteger(checkpoint)) <= 0;" is 138.,629
spring-projects_spring-integration-aws,org.springframework.integration.aws.inbound.kinesis,KinesisMessageDrivenChannelAdapter,detectShardsToConsume,Long Statement,The length of the statement "logger.trace(() -> "The shard [" + shard + "] in stream ["+ stream+ "] is closed CLOSED and exhausted with endingSequenceNumber ["+ endingSequenceNumber+ "].\nThe last processed checkpoint is ["+ checkpoint+ "]."+ (skipClosedAndExhaustedShard ? "\nThe shard will be skipped." : ""));" is 283.,629
spring-projects_spring-integration-aws,org.springframework.integration.aws.inbound.kinesis,KinesisMessageDrivenChannelAdapter,detectShardsToConsume,Magic Number,The method contains a magic number: 5,629
spring-projects_spring-integration-aws,org.springframework.integration.aws.inbound.kinesis,KinesisMessageDrivenChannelAdapter,populateShardsForStream,Complex Conditional,The conditional expression addedOffset && shardsGatherLatch == null && this.active is complex.,693
spring-projects_spring-integration-aws,org.springframework.integration.aws.inbound.kinesis,KinesisMessageDrivenChannelAdapter,toString,Long Statement,The length of the statement "return "KinesisMessageDrivenChannelAdapter{" + "shardOffsets=" + this.shardOffsets + "` consumerGroup='"+ this.consumerGroup+ '\''+ '}';" is 136.,817
spring-projects_spring-integration-aws,org.springframework.integration.aws.config.xml,S3OutboundGatewayParser,parseHandler,Long Statement,The length of the statement "parserContext.getReaderContext().error("One and only of 's3' and 'transfer-manager' attributes must be provided"`element);" is 122.,41
spring-projects_spring-integration-aws,org.springframework.integration.aws.config.xml,S3OutboundGatewayParser,parseHandler,Long Statement,The length of the statement "BeanDefinition bucketExpression=IntegrationNamespaceUtils.createExpressionDefinitionFromValueOrExpression("bucket"`"bucket-expression"`parserContext`element`true);" is 163.,41
spring-projects_spring-integration-aws,org.springframework.integration.aws.config.xml,S3OutboundGatewayParser,parseHandler,Long Statement,The length of the statement "BeanDefinitionBuilder builder=BeanDefinitionBuilder.genericBeanDefinition(S3MessageHandler.class).addConstructorArgReference(hasS3 ? s3 : transferManager).addConstructorArgValue(bucketExpression).addConstructorArgValue(true);" is 225.,41
spring-projects_spring-integration-aws,org.springframework.integration.aws.config.xml,S3OutboundGatewayParser,parseHandler,Long Statement,The length of the statement "BeanDefinition commandExpression=IntegrationNamespaceUtils.createExpressionDefinitionFromValueOrExpression("command"`"command-expression"`parserContext`element`false);" is 167.,41
spring-projects_spring-integration-aws,org.springframework.integration.aws.config.xml,S3OutboundGatewayParser,parseHandler,Long Statement,The length of the statement "BeanDefinition objectAclExpression=IntegrationNamespaceUtils.createExpressionDefIfAttributeDefined("object-acl-expression"`element);" is 132.,41
spring-projects_spring-integration-aws,org.springframework.integration.aws.config.xml,S3OutboundGatewayParser,parseHandler,Long Statement,The length of the statement "BeanDefinition destinationBucketExpression=IntegrationNamespaceUtils.createExpressionDefIfAttributeDefined("destination-bucket-expression"`element);" is 148.,41
spring-projects_spring-integration-aws,org.springframework.integration.aws.config.xml,S3OutboundGatewayParser,parseHandler,Long Statement,The length of the statement "BeanDefinition destinationKeyExpression=IntegrationNamespaceUtils.createExpressionDefIfAttributeDefined("destination-key-expression"`element);" is 142.,41
spring-projects_spring-integration-aws,org.springframework.integration.aws.config.xml,SqsMessageDrivenChannelAdapterParser,doParse,Long Statement,The length of the statement "builder.addConstructorArgReference(element.getAttribute(AwsParserUtils.SQS_REF)).addConstructorArgValue(element.getAttribute("queues"));" is 136.,60
spring-projects_spring-integration-aws,org.springframework.integration.aws.config.xml,SnsOutboundChannelAdapterParser,parseConsumer,Long Statement,The length of the statement "BeanDefinitionBuilder builder=BeanDefinitionBuilder.genericBeanDefinition(SnsMessageHandler.class).addConstructorArgReference(sns);" is 131.,36
spring-projects_spring-integration-aws,org.springframework.integration.aws.config.xml,AwsParserUtils,populateExpressionAttribute,Long Statement,The length of the statement "BeanDefinition beanDefinition=IntegrationNamespaceUtils.createExpressionDefinitionFromValueOrExpression(attributeName`attributeName + "-expression"`parserContext`element`false);" is 177.,61
spring-projects_spring-integration-aws,org.springframework.integration.aws.config.xml,S3OutboundChannelAdapterParser,parseConsumer,Long Statement,The length of the statement "AbstractBeanDefinition beanDefinition=new S3OutboundGatewayParser().parseHandler(element`parserContext).getBeanDefinition();" is 124.,32
spring-projects_spring-integration-aws,org.springframework.integration.aws.config.xml,S3OutboundChannelAdapterParser,parseConsumer,Magic Number,The method contains a magic number: 2,32
spring-projects_spring-integration-aws,org.springframework.integration.aws.config.xml,SnsInboundChannelAdapterParser,doParse,Long Statement,The length of the statement "builder.addConstructorArgReference(element.getAttribute(AwsParserUtils.SNS_REF)).addConstructorArgValue(element.getAttribute("path"));" is 134.,61
spring-projects_spring-integration-aws,org.springframework.integration.aws.config.xml,SnsInboundChannelAdapterParser,doParse,Long Statement,The length of the statement "BeanDefinition payloadExpressionDef=IntegrationNamespaceUtils.createExpressionDefIfAttributeDefined("payload-expression"`element);" is 130.,61
