Commit,HWD,GS,ED,LDV,Total
528e91d33baf7b4641c48b02472a13578a04dda3,142,978,129,425,1674
039c95aeb2500964e12415d4d106629b7457f52f,128,686,108,413,1335
0589631d6d739fe52c0921c377913c62a056355b,117,870,119,334,1440
f6fc44ee08d0a2cec21177e2a10b28d774dc4638,23,464,37,4,528
6c86a069107ae15b9601275193538d92bdcbafb7,128,686,108,413,1335
5db5d8d24db58633992ce610f51a7a4b77cdddc3,29,642,57,5,733
d86c745caeec4f67752b4f877f8b093262a6c4f1,128,727,109,395,1359
70eb5a9ebe7806e4b5bd73404203b56daec6bfdf,132,878,118,417,1545
158fb6b6b1179c59726e376663da7023241b17d3,114,887,121,212,1334
f0bcf261abb4e79020a81f880bbfca15dcc6ac4b,135,768,116,440,1459
c0020e27a7de6375e43d97cc246640f982e430b9,34,633,54,5,726
04ae6d599f99fe925d271974c57bc23d89ad5d66,28,644,68,5,745
163e4d06710f6bd15dc236cb1f250786dec1f6dd,16,380,25,2,423
61d211f476f08b74775fa1df18dd4f8c79195def,132,677,103,423,1335
61cd29a96a95a3231aeb931ff756ee9b2ab4860d,19,402,32,2,455
759c94c9f9f1541df81b4c67dd13bca41787d546,117,870,119,334,1440
37a427f567e5135d7655deeb4f7b647c62300452,114,888,122,212,1336
96a00c4cd805c052eadbce1674052cfde9581675,132,678,103,423,1336
df96962e58671e690dda57ed3ff3d4e581487719,107,877,125,205,1314
475f3a3e3302173460c86cac0d3216c261f4d83c,136,905,122,420,1583
cde486826de93492691b0585e468e7f7d41b07e2,105,1115,138,212,1570
ff071f3870dfaa524661e95a6306b3c8e4f982d6,141,977,130,425,1673
53e896ea0201d9a2bbe4123ffd1a2d6b0ba12ce2,16,380,25,2,423
6f145fedf50ac509463a1be65089c70d24f0bf05,130,676,102,423,1331
c71b125c3a846655a5c675c7c34b913508e3a779,30,625,48,5,708
35b342d085deacad99a543a6913e5fc112fe92bf,107,855,132,213,1307
3160ce85cc871d594398c07e9cd9b685489eabb8,105,1115,138,212,1570
630fef8539daba244f98c50a8c16705660a485da,108,863,125,205,1301
2ba67d8d303f5a052bbf9634b59541c8411dc778,132,678,103,423,1336
ad808cb4e452b1d8fe7fc8ee29ab8ef7ab9c7d25,28,644,68,5,745
b50e58e39c976d998dfb90b26ac10ae9dd8ec301,32,674,71,6,783
32fe0120605f9de36b4618e3695bcec74ae079f3,16,409,25,2,452
f30c4ea968b7e39134b77d9fb40eff8e4364113f,34,638,53,5,730
889efe0f630b181183349e703b8ce1064db8ccee,107,877,125,205,1314
f65ce6e41ef274256ba30e9fd2429d611ec39412,19,397,27,2,445
0bc0c51be2d6f122d41c8561cd893eb3838e8287,30,577,46,5,658
d089ab02c8ee82f92ad36b618d7f5eb7b9e48806,129,728,109,399,1365
b427415b1833daee5443bef98858081b94726888,121,844,119,347,1431
051c7c2af6e8b09c2b7ebef98b0feba9228fe985,114,888,122,212,1336
d62053f00c9ca31a1cd22cbf0e5f6993676b1c23,108,928,136,205,1377
ebf8e7b6872f8a2fb82ff82b6b181317103146a1,141,1012,133,436,1722
fc324a5de9ae4df5149d56e3c433441f5421eaf3,26,512,43,4,585
ee91e4a537321ed7f620328c97f0f3bd4ff1cd0c,115,883,122,211,1331
0533e1708e2fd4fd6c715bb99960f0f7e8961d07,130,774,117,401,1422
143cb6382fd625f3ad1fed90a55ab6b3636a855a,114,888,122,212,1336
543222e1188ccc453bd5f95f5ba3c954aaaf74c9,114,888,122,212,1336
0379763898aacc69a96d803d0b4956819578ad10,36,686,82,28,832
e62e36fccb4b2b224a8bf3561422117b95e9b6ae,107,867,132,213,1319
6f036b9b0d832a54a41886938ef6642eee79ab9d,132,769,118,397,1416
0dd19b9607d98d4d34ef45ccf54233f267d88b23,28,644,68,5,745
95afe0e27d9265372fc4f4215af9a101ccfdad2d,19,337,31,2,389
f5d99d67d94702eba4ca4ba01ae128cb6e7a2129,132,678,103,423,1336
2c1902d8884ecaad8b757134216e853ad123740a,30,625,48,5,708
a96d6d4a0553ad5f38d0991cbf157a669514516b,17,461,26,2,506
4f292e05530f421e56e0c96377624669ccbbd5f4,130,676,102,423,1331
72c0d6e06151f73cbfd39960876d99fdda375ffe,16,457,25,2,500
5ef0aaff2645fe546449daca73467e9b087c0e38,106,848,132,203,1289
9231e297500ff1d9e408ceab4ec23181c194567c,32,676,74,6,788
0bbbc4652ad17206a8ccd7fb6254a4a4ede67342,28,644,68,5,745
651d10ec9f9753cb2859aa580628f2a5690c1227,16,409,25,2,452
59d9d2ac5e8110817004a802e1af6b22b05dabdb,29,558,43,5,635
78f17ee50b2f124003e5804fc9326ab2081c20b6,30,625,48,5,708
1ecc4bc52f430b9a6bdb2c65dddea4b0750ae3fd,128,727,109,395,1359
81a740d0ff31e8be0cc9ce8f5fa1b277b5ec3e1d,31,627,51,5,714
eafb958978c99430a604a8a18b128ba7a56badb0,33,628,53,5,719
ee054d0a1175df76473b7e3492d8df5b1e15ea2a,20,383,32,2,437
16e94e19c5595c74efe249d58abb6519bc79577b,16,409,25,2,452
c48e7acbe6971254dc59bcbfce6b7b568f8d4c59,115,903,124,212,1354
18e7c58f3d200d88ff825107cfd72b6932702791,107,874,132,213,1326
960f0b0e4bbf9ff2a711c87fd0c2c7e8e72cf913,33,682,71,6,792
d021c62b000f9ffa8e73e2099d52ed0ed0a98bbb,31,627,51,5,714
503258717423b9508569dda50bc08376fe914003,141,1012,133,436,1722
b7e9b9d41f4c971d8a5ea9d6d97b2559fe02c0ef,17,391,29,2,439
cde48d421eb75782a93dd860537ad5cbd5669f44,107,917,128,207,1359
50269fcf60f33adfcd14649fa138c48062013071,23,444,35,4,506
48436a305c4bce3b6ca4770ff937b146432b9480,107,929,130,209,1375
0954b69ce15f7e695c35dfefaed91e1498a26699,19,336,32,2,389
3330ac02e2fbfa5568861bceec5a7024ce0b08c7,32,673,70,6,781
4e77c1bbfb36fb6b110b9d04f710db0b2206c3de,133,772,117,394,1416
8eaae4394f9f26cc7ceb0bad1f4ab7d88db1b9ff,28,644,68,5,745
d82f95eab3508ba512fb9514891715d7daee071d,20,380,33,2,435
21da8a89fe6e69b8c30eac7c3c977005240cab6c,29,642,57,5,733
01ee98c7a19db241d85aae954c8d56f76a438b4e,19,462,26,2,509
b39071bf65f8e1d42182bccf82d7754927e6d850,28,644,68,5,745
d6e2190f70ab1e6dc4d0c8fa219834483a741af2,108,919,136,205,1368
d2df0dc1798bc36d4338f702870cf937660aa98c,130,676,103,423,1332
6cdb7b32af60084de5f8a2b2083a6a98a1709d9e,28,644,68,5,745
7d9891403be14b9bc5e6e57803dd3d31d7b9cdf6,17,455,24,2,498
a42b3d3ea87e9e4af5127537df83802f9cd09a16,20,402,29,2,453
7f063c7e47692a3f70b7ecc141ff139518de087d,20,402,33,3,458
9a25304b9a34f442cf8098c62fba05cecdd78600,19,403,27,2,451
64d408aa12a06a8b19c94ab99387f11dc1551f2c,29,662,70,5,766
46729186aec7f74cac978e6a46b63cf4bf784fd1,21,408,34,4,467
581db5276d9e78ad7997d3d438f19d3c722d793a,107,905,127,205,1344
94b83c574482c1b97eea4fe378f68d39aa7df9d9,128,686,108,413,1335
e169469ed8a0c81f4c88714a51295ee3e32916a0,105,1115,138,212,1570
dd5ca1671b7b4723a2ef60b71d30eb579c32e884,137,766,116,443,1462
c81bb5b007ae7b1d5f392006105ff4613d0da2d0,105,957,137,212,1411
a0d29c92f9d59c9361ad0f51ef4d526b13b32008,28,645,64,5,742
f304bf958c25ae5b5a33f4c3899a5ec27dc3e111,115,903,124,212,1354
a728ece1ea93a70e4990fcc9ab09e2dce42564c7,115,871,117,305,1408
995af374f20e0e63b4f8e4db97b1143fed6c86cb,133,765,118,390,1406
b1286deb77b391e909d539f739c35369ad4955c0,114,888,122,212,1336
3bbd8ab5ac9eb2d06d3c0229df68f536a96ee403,114,887,121,212,1334
a14b103e72a576e8867d579f6cfa2284b8d03c8c,131,860,118,403,1512
89535fc2e3b72fbc7776c879a99b8ea0f34d8a21,30,624,48,5,707
65f342feb6f6f7d3eb5f16b4086a005896ba4eb6,105,943,136,210,1394
25d8355173c49eb396302c8b429bf5468181b794,28,652,69,5,754
680e31da00cc444a6524be6c78a8f09226214074,19,337,31,2,389
d211e669ea962a3ad3f7e6f052ec0e9b412a8057,122,841,118,345,1426
33ba1ba2c1be96e68cb66b92b9d7ee6962502b40,128,727,109,393,1357
3fcbb65af217abc5e5258d87c00c83f594f0fb31,17,399,30,2,448
b3b1fbe3a7bd094f0a8c61850dfd33c68bedbc55,23,436,35,4,498
b643b19ce55fec0d5c0f86b6ac24bdfe00368ab1,33,676,75,6,790
cdc19f55d63b745acb26609841115a8a66c6b6c9,105,1115,138,212,1570
ebe09c98891771124f7bf021e63c031be7bc9064,117,870,119,334,1440
9e24b0e83b859ce69e5cd544b14edd3a06827fa7,114,887,121,211,1333
d3492d386acff260c416102199abc44130164cf0,114,888,122,212,1336
18c622f25d7beaef2a5d9c4ad15982c43fc86c7d,30,565,44,5,644
9e4d724fdb6331e1c6b8125faf84778f5ebeaa60,36,727,83,6,852
eb034e1d4abd1d9a3b7fae16ffad808ef1a97554,114,888,122,212,1336
89507a6f46c230dcb90250283849348e3c96f654,32,1115,112,10,1269
b7140c5427326391cf27b651754b509f8a6860a1,30,625,48,5,708
9b4e55988ef0a6a28593f8d56b9fb7f8a90a9ed4,142,978,129,425,1674
ed3578f0d96430b4f83f5a13754a753a32abce8b,28,644,68,5,745
31c43c10bdc82a5b8517098f1cbef4d5e049936b,17,461,24,2,504
99ecd65a7818105fc2c2c30a0d5574127084f066,28,647,68,5,748
06b8d39a9e933a24b2cc9f54415ce5c6bb68ae95,19,414,31,2,466
c5f423c5140c823c2caf7c6c649a8eb0ed167cff,107,917,129,208,1361
5218edb8a220c239c501778a17dbf156d48624ef,115,903,124,212,1354
751951d176ea95b5a99f4c10fd7bac8e6a01e74a,114,887,121,212,1334
6b9f32e5aac37bd985f09a65ab573a4145db2973,114,887,121,212,1334
b65e6e46359e7257761b927d8819edefa57c4f99,132,678,103,423,1336
fa789784a09c5fb0de43f2fec8df7e16391ef96f,128,716,110,419,1373
42e0dfa911c53a46941bf94be50731ae793e4432,136,932,125,421,1614
47f9445b4398d27df6084b0c6c842b2eb6f5b01f,36,686,82,28,832
c36ef5f6471732c2b98d24104109fb3a61d018f1,20,360,33,2,415
fe7ed854e11e57ae1f2dec03977c6911fff3c728,137,948,126,422,1633
574059e6ba2dd34e3284b835133e3d93cbece0ee,117,865,119,333,1434
b1d10752e14758cda26b6b616ef519e3f6b431ae,115,903,124,212,1354
a6cbc83bcb5b9f6b6cbd00926316d9fc866e29ad,19,327,30,2,378
34346cd0bf9ec7e4a4e10395f18ea8d72410afdc,33,670,70,6,779
7134e43c88fb99efaf965562c42e574bc2cbe4e4,131,868,118,404,1521
16bb89ddee9a0a324d8cdfed7046701e7cef9b28,17,402,31,2,452
4d386b3cb32124724e0937beff59ff7f2f481ea1,115,903,124,212,1354
b13740c61ee28d0ca251199d3f61dac02d641bed,114,888,122,212,1336
7f0bd4458f3c9d62e5e73d21987fe7e7f35b4ace,132,734,110,400,1376
efb5f8605387eb0ab6c4ff5426a5ca2e775fa8de,105,1115,138,212,1570
ff3c045b18a45816a73b6adc6e8f0afe7d6f0eb0,128,727,109,395,1359
3bb4a9cfb60c4817626b9207c88ff35c5766a07f,23,453,36,4,516
7aef156b4a60030ce90e273c1c9f8c4c0be70d9a,114,888,122,212,1336
388b98d02e521f619e27d0bffd33f17e0f142d2b,23,437,35,4,499
c3faebc2d39815f88e435e46823844ae6acfc0eb,19,331,32,2,384
4d8dbfb27a611070a2d23bc8cf6e253c5fb4845f,16,380,25,2,423
70323b45f44417546b55b23dc31aecd4cfe0987c,107,876,124,205,1312
22a4454cd3d82181f8ff782058eae958a0c9adf0,107,863,125,205,1300
dbad99d22c4dfcedb53a74a7617a3acd5b27a9bc,114,888,122,212,1336
221730922fc6e668b8a88d1bd10f5f6d31d648eb,132,678,103,423,1336
d748fb9e925d3ac6d01e38a122e8b52cd86c65f6,114,888,122,212,1336
a2231a758bb0f9185f93e9641140eb6f26510982,118,885,121,334,1458
f6f3509429d0d2621f01f8c8b321c07baef122d5,128,727,109,395,1359
65e23116c3e00c2b93c475f03a0534d586d11d7e,33,629,51,5,718
197033ef81f5df0e48753c613ff5113cefaf12c2,35,888,97,8,1028
4444f2525ac367627d7a1fc4439fb68560b14548,114,874,118,304,1410
9f3dede8851c9b25b36ddcc4fdd4f90017f97ff7,128,727,109,395,1359
